"Section II Medicare Advantage (MA) Uniformity Flexibility","enrol",0.00297494850906091
"Section II Medicare Advantage (MA) Uniformity Flexibility","enrolle",0.0266453335859376
"Section II Medicare Advantage (MA) Uniformity Flexibility","ensur",0.00887811362491306
"Section II Medicare Advantage (MA) Uniformity Flexibility","equal",0.00295899080474224
"Section II Medicare Advantage (MA) Uniformity Flexibility","esrd",9.55923664544101e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","establish",0.0029637249089122
"Section II Medicare Advantage (MA) Uniformity Flexibility","exclud",0.0059182926350793
"Section II Medicare Advantage (MA) Uniformity Flexibility","experi",0.00295971044052744
"Section II Medicare Advantage (MA) Uniformity Flexibility","factor",0.00296382896527448
"Section II Medicare Advantage (MA) Uniformity Flexibility","failur",0.00295865333538509
"Section II Medicare Advantage (MA) Uniformity Flexibility","favor",0.00295806346603584
"Section II Medicare Advantage (MA) Uniformity Flexibility","ff",8.8961746615721e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","final",0.00296760491582998
"Section II Medicare Advantage (MA) Uniformity Flexibility","flexibl",0.0118343368762036
"Section II Medicare Advantage (MA) Uniformity Flexibility","focus",0.00295841664864345
"Section II Medicare Advantage (MA) Uniformity Flexibility","formulari",9.31943635256664e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","fr",0.00887551987560312
"Section II Medicare Advantage (MA) Uniformity Flexibility","goal",0.00295899482115297
"Section II Medicare Advantage (MA) Uniformity Flexibility","healthcar",0.00296023996002765
"Section II Medicare Advantage (MA) Uniformity Flexibility","healthier",0.00295806346603584
"Section II Medicare Advantage (MA) Uniformity Flexibility","heart",0.0029580844203022
"Section II Medicare Advantage (MA) Uniformity Flexibility","histor",0.00295919900338287
"Section II Medicare Advantage (MA) Uniformity Flexibility","identifi",0.00888153790746078
"Section II Medicare Advantage (MA) Uniformity Flexibility","ii",0.00592388012191834
"Section II Medicare Advantage (MA) Uniformity Flexibility","impact",0.00296205775791381
"Section II Medicare Advantage (MA) Uniformity Flexibility","implement",0.00592342939523524
"Section II Medicare Advantage (MA) Uniformity Flexibility","improv",0.00296191533639546
"Section II Medicare Advantage (MA) Uniformity Flexibility","includ",0.00298685441198554
"Section II Medicare Advantage (MA) Uniformity Flexibility","increas",9.81599705552393e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","individu",0.00296320711975363
"Section II Medicare Advantage (MA) Uniformity Flexibility","inform",1.19365136424754e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","institut",0.00295947139255899
"Section II Medicare Advantage (MA) Uniformity Flexibility","interpret",0.00295952032256354
"Section II Medicare Advantage (MA) Uniformity Flexibility","issuanc",0.00295814801022558
"Section II Medicare Advantage (MA) Uniformity Flexibility","item",0.0029617607905447
"Section II Medicare Advantage (MA) Uniformity Flexibility","knowledg",0.00295806346603584
"Section II Medicare Advantage (MA) Uniformity Flexibility","letter",0.00296266772675553
"Section II Medicare Advantage (MA) Uniformity Flexibility","level",8.36139213203792e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","limit",0.00592223791374361
"Section II Medicare Advantage (MA) Uniformity Flexibility","mailbox",0.00295806346603584
"Section II Medicare Advantage (MA) Uniformity Flexibility","manag",0.0147953456101825
"Section II Medicare Advantage (MA) Uniformity Flexibility","manner",0.00295874467123019
"Section II Medicare Advantage (MA) Uniformity Flexibility","manual",0.00295998778059087
"Section II Medicare Advantage (MA) Uniformity Flexibility","mao",8.93087421607305e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","market",0.00295856337143293
"Section II Medicare Advantage (MA) Uniformity Flexibility","measur",0.00297091424452922
"Section II Medicare Advantage (MA) Uniformity Flexibility","medic",0.00888291152500937
"Section II Medicare Advantage (MA) Uniformity Flexibility","meet",0.00592292171787521
"Section II Medicare Advantage (MA) Uniformity Flexibility","mind",0.00295806346603584
"Section II Medicare Advantage (MA) Uniformity Flexibility","model",1.42845886050237e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","monitor",0.00296071535388438
"Section II Medicare Advantage (MA) Uniformity Flexibility","object",0.00295834787120469
"Section II Medicare Advantage (MA) Uniformity Flexibility","oblig",0.00591716735610472
"Section II Medicare Advantage (MA) Uniformity Flexibility","offer",0.0118452774696483
"Section II Medicare Advantage (MA) Uniformity Flexibility","opioid",9.19347270335168e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","organ",0.00297610320866636
"Section II Medicare Advantage (MA) Uniformity Flexibility","packag",0.00591769747380868
"Section II Medicare Advantage (MA) Uniformity Flexibility","past",0.00295919276339611
"Section II Medicare Advantage (MA) Uniformity Flexibility","payment",2.15132973535118e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","percent",9.86767907994641e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","percentag",8.191841725693e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","permit",0.00296008668803891
"Section II Medicare Advantage (MA) Uniformity Flexibility","popul",0.00591910244814865
"Section II Medicare Advantage (MA) Uniformity Flexibility","potenti",0.00296137390471138
"Section II Medicare Advantage (MA) Uniformity Flexibility","premium",0.00592288118456305
"Section II Medicare Advantage (MA) Uniformity Flexibility","prescript",1.2078045640301e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","price",0.00296220291621656
"Section II Medicare Advantage (MA) Uniformity Flexibility","prior",8.30130551143504e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","program",0.00297458274705232
"Section II Medicare Advantage (MA) Uniformity Flexibility","prohibit",0.00295839370507603
"Section II Medicare Advantage (MA) Uniformity Flexibility","propos",0.00592608923702769
"Section II Medicare Advantage (MA) Uniformity Flexibility","protect",0.00591697680692908
"Section II Medicare Advantage (MA) Uniformity Flexibility","provid",0.00890045926430554
"Section II Medicare Advantage (MA) Uniformity Flexibility","provis",0.00887612189524071
"Section II Medicare Advantage (MA) Uniformity Flexibility","purpos",0.00296024886755067
"Section II Medicare Advantage (MA) Uniformity Flexibility","qualifi",0.00296230718942888
"Section II Medicare Advantage (MA) Uniformity Flexibility","rate",1.64857569079986e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","receiv",0.00297379068559841
"Section II Medicare Advantage (MA) Uniformity Flexibility","reduc",0.00296150725362107
"Section II Medicare Advantage (MA) Uniformity Flexibility","reduct",0.00296299532628312
"Section II Medicare Advantage (MA) Uniformity Flexibility","regul",0.00887730119152408
"Section II Medicare Advantage (MA) Uniformity Flexibility","reiter",0.00295812528333218
"Section II Medicare Advantage (MA) Uniformity Flexibility","relat",0.00296219021745794
"Section II Medicare Advantage (MA) Uniformity Flexibility","requir",0.0177739005869968
"Section II Medicare Advantage (MA) Uniformity Flexibility","respons",0.00296076493169285
"Section II Medicare Advantage (MA) Uniformity Flexibility","review",0.00296601926577263
"Section II Medicare Advantage (MA) Uniformity Flexibility","risk",1.46143056472584e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","routin",0.00295853147722605
"Section II Medicare Advantage (MA) Uniformity Flexibility","section",0.0207422174664401
"Section II Medicare Advantage (MA) Uniformity Flexibility","section ii",0.00592295922046498
"Section II Medicare Advantage (MA) Uniformity Flexibility","servic",0.0207306428036909
"Section II Medicare Advantage (MA) Uniformity Flexibility","share",0.00889602687319038
"Section II Medicare Advantage (MA) Uniformity Flexibility","similarli",0.00591648398375884
"Section II Medicare Advantage (MA) Uniformity Flexibility","situat",0.00591749968842459
"Section II Medicare Advantage (MA) Uniformity Flexibility","snp",0.0266340990535414
"Section II Medicare Advantage (MA) Uniformity Flexibility","sought",0.00295843080171955
"Section II Medicare Advantage (MA) Uniformity Flexibility","special",0.0177505083616966
"Section II Medicare Advantage (MA) Uniformity Flexibility","specif",0.0118406634128908
"Section II Medicare Advantage (MA) Uniformity Flexibility","sponsor",2.74672429283479e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","statu",0.00592056999524949
"Section II Medicare Advantage (MA) Uniformity Flexibility","statutori",0.00295916037368442
"Section II Medicare Advantage (MA) Uniformity Flexibility","submiss",9.98714670434756e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","submit",0.00296984116320965
"Section II Medicare Advantage (MA) Uniformity Flexibility","supplement",0.0207149067293184
"Section II Medicare Advantage (MA) Uniformity Flexibility","supplement benefit",0.0236722026509551
"Section II Medicare Advantage (MA) Uniformity Flexibility","tabl",9.41261377647613e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","tailor",0.00295835586557039
"Section II Medicare Advantage (MA) Uniformity Flexibility","target",0.0295830638157709
"Section II Medicare Advantage (MA) Uniformity Flexibility","threshold",1.16533391693104e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","ti",0.00295806346603584
"Section II Medicare Advantage (MA) Uniformity Flexibility","tier",1.12403790280875e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","time",9.50155887967996e-06
"Section II Medicare Advantage (MA) Uniformity Flexibility","treat",0.00591719656068804
"Section II Medicare Advantage (MA) Uniformity Flexibility","treatment",0.0029598112944043
"Section II Medicare Advantage (MA) Uniformity Flexibility","uniform",0.0118331926541218
"Section II Medicare Advantage (MA) Uniformity Flexibility","uniformli",0.00295862595765641
"Section II Medicare Advantage (MA) Uniformity Flexibility","updat",1.66431444423618e-05
"Section II Medicare Advantage (MA) Uniformity Flexibility","vulner",0.00591616989254007
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","1",0.00501753591518763
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","100",0.00499855886353781
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","2",0.00501303616690594
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","2013",0.00499734859651142
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","2016",1.04220626145653e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","2017",0.005023189897663
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","3",1.31715027065242e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","30",0.00499966306298723
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","4",1.34301469922123e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","4 vi",1.13378375679618e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","42",1.24174444209289e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","42 c.f.r",1.65162201086639e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","422.100",0.00499483006661198
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","5",1.23379783012271e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","70",0.00499418386705949
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","access",1.08777290751601e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","accord",0.0049944968952638
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","act",2.42782526958108e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","addit",0.00501321552132532
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","adjust",2.4450597503894e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","administr",0.0249718319782172
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","amount",2.70085881656657e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","announc",0.0050011494885711
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","annual",1.39677606802467e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","appli",1.67756539463953e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","applic",0.0250098177155265
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","applic drug",0.00999580944699625
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","approv",0.0049990923061262
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","april",0.00499965258674673
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","audit",1.43069070560073e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","averag",1.00499596777517e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","awar",0.00499455029785284
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","base",4.6929634789132e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","basic",0.00499998637433065
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","behavior",0.00499365165908662
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","beneficiari",0.00501729950966905
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","beneficiari cost",0.00499690273853737
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","benefit",0.0300307514809188
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","bid",4.77025500708186e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","calcul",1.80292657704688e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","calendar",0.00499667727584143
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","call",0.00500310666275141
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","call letter",0.00500205446342133
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","capit",0.00499769025669081
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","cdc",0.00499460690480338
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","chang",0.00501095321847735
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","claim",1.32112379508257e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","clarif",0.0049936756665224
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","coinsur",0.00500047089449786
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","commensur",0.00499361048016304
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","complet",1.27692716432882e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","complianc",1.17062546356516e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","condit",1.38558838841536e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","consist",0.0099957785062191
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","continu",2.45097775497441e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","contract",4.40685249819128e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","correct",9.36406435775577e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","cost",0.00514579754294928
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","cost share",0.0100334469502398
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","counti",1.78135316612314e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","cover",0.0199915858857876
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","coverag",0.0249957774758346
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","coverag gap",0.0249755714215127
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","current",0.00501128035232378
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","curriculum",0.00499361048016304
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","dai",1.40858634305652e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","data",3.3035760613229e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","defin",0.00999915345397539
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","determin",3.32929622895921e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","diabet",0.0149825746681445
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","differ",1.20374869268902e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","discount",0.00499555532831261
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","dispens",0.0249719735152712
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","dispens fee",0.0199754065637938
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","drug",0.00505425706928828
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","effect",0.00500007404854732
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","elig",0.00500584764197821
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","enhanc",1.12262117905475e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","enrol",3.40130919482389e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","enrolle",4.74523855238226e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","ensur",0.00500173800698083
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","esrd",1.91376690647931e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","establish",1.15433536910639e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","estim",1.39307465621794e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","evalu",1.16283057011102e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","expand",0.0199756122220211
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","expans",0.00499411942437973
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","expect",9.4772691662193e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","factor",1.1751675369788e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","fee",0.0299711560070668
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","ff",1.78102136112472e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","file",1.01158505255861e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","final",0.0149990802910464
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","follow",0.00499693582086342
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","format",0.00998742764128999
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","formulari",1.86575869393197e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","function",0.00499788605481558
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","furnish",0.00499462536877272
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","goal",0.00998858643450085
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","identifi",1.53370709550013e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","ii",0.00500919652468867
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","implement",1.50377888475525e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","includ",5.78488058802595e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","increas",1.96517054820698e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","indic",0.00499792659467728
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","individu",0.00500376311298528
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","inform",2.3896996836671e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","initi",9.87498058931195e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","law",0.00499542065309056
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","letter",9.42686646451913e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","level",1.67395746626077e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","liabil",0.00499708776704282
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","limit",1.26524332664051e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","loss",9.45262352963913e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","low",9.62247792153309e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","manag",1.11121535847236e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","mao",1.78796823999526e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","mdpp",0.0499361048016304
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","measur",2.59364617327926e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","medic",1.80870643950181e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","medicaid",1.44415847574679e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","meet",1.40214146674394e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","model",0.02998813612616
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","month",9.69003081488586e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","nationwid",0.00499446771325394
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","network",1.5774476056676e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","offer",0.015006678892752
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","onset",0.00499369818325587
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","opioid",1.8405406694986e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","organ",3.63248098958142e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","otc",1.04679834472986e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","pai",0.0199795472122035
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","paramet",0.00499674107986249
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","payment",0.00503632617264545
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","pbp",9.93071708499423e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","percent",0.0100062679280664
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","percentag",1.64001333780419e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","perform",1.18159650731881e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","pf",0.00999102097572755
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","phase",0.00499973959433784
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","physician",0.00499453971963229
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","polici",0.0100012870333147
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","portion",0.00499919771988238
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","prediabet",0.00998722096032608
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","premium",1.3940266648723e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","prescript",2.41803450408119e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","prescript drug",1.13172158249307e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","prevent",0.0149850569165143
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","previou",0.00499808999614756
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","prior",1.6619280762272e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","process",1.14648177541827e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","program",0.00502653721082609
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","project",1.04441533974149e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","propos",2.03628136247951e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","provid",0.010039730535119
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","rate",0.00502626099601841
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","receiv",3.16951200136117e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","reduct",0.00500333910074466
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","regul",0.00999336788614314
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","remaind",0.00499372923773819
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","remot",0.00499379245860892
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","report",1.288532949215e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","request",1.40028932904677e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","requir",5.2345423139023e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","result",1.57400360667267e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","review",1.61366746789342e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","risk",2.92579580841693e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","risk score",1.31233217382998e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","schedul",0.00499415091070657
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","section",0.0150528510710965
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","section 1853",1.05403658205663e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","section ii",0.00500735287253219
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","segment",9.35311038626538e-06
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","servic",0.0499824731443118
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","session",0.00499406678467855
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","set",1.10569861210003e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","share",0.00503760047488722
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","similar",0.00999390954389016
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","snp",2.49607608187751e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","specif",1.76723816817959e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","sponsor",0.00504824601983276
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","sponsor organ",1.0040951078534e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","standard",1.08810986131101e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","star",1.5287082870181e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","star rate",1.22531788284641e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","structur",0.00499774718248431
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","submiss",1.99943484630149e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","submit",2.37881442535595e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","supplement",0.0149981747545309
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","supplement benefit",0.0199901036010855
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","tabl",1.88441288954634e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","technologi",0.00499429882020561
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","threshold",2.33300792515067e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","tier",2.25033297093801e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","time",1.90221977113297e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","total",1.21100760155375e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","type",0.00500116722225756
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","updat",3.33197097581348e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","vaccin",0.0249713462100188
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","virtual",0.00998722096032608
"Section II Outpatient Observation Services","1",3.78807201438495e-05
"Section II Outpatient Observation Services","2",3.08602526743068e-05
"Section II Outpatient Observation Services","2016",1.62604099097584e-05
"Section II Outpatient Observation Services","2017",4.67020135933489e-05
"Section II Outpatient Observation Services","3",2.05500620228721e-05
"Section II Outpatient Observation Services","4",2.09535965497346e-05
"Section II Outpatient Observation Services","4 vi",1.76891938921636e-05
"Section II Outpatient Observation Services","42",1.93735869552117e-05
"Section II Outpatient Observation Services","42 c.f.r",2.57684605301965e-05
