"document","topic","gamma"
"Section III Improving Drug Utilization Review Controls in Medicare Part D",40,3.57074910875611e-06
"Section I Validation Audits",40,9.14819177607429e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",40,9.43085550200758e-06
"Section B  Calculation of Fee for Service Cost",40,7.08056098531396e-06
"Section L  Normalization Factors",40,1.22124123511626e-05
"Section IV  MedicareMedicaid Plans",40,6.90214569098193e-06
"Section G  MA Employer Group Waiver Plans",40,1.02743961819628e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",40,8.15636477129632e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",40,1.46390038446815e-05
"Section III CY 2019 Formulary Submission Window",40,1.53323496013272e-05
"Section I Incomplete and Inaccurate Bid Submissions",40,2.85828596834057e-05
"Section II Total Beneficiary Cost TBC",40,1.63909734090674e-05
"Section E  Clinical Trials",40,2.47431044323778e-05
"Section H  Enhanced Medication Therapy Management MTM Model",40,1.06641420411476e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",40,1.94321484787416e-05
"Section II Part C Cost Sharing Standards",40,1.79921186533661e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",40,2.69258731000363e-05
"Section II Maximum OutofPocket MOOP Limits",40,3.05442405495244e-05
"Section O  Quality Payment Program",40,3.080850386443e-05
"Section C  Part D Risk Sharing",40,3.18178732419746e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",40,1.5578294024225e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",40,4.16080721782544e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",40,4.36481186139955e-05
"Section III Improving Access to Part D Vaccines",40,3.44886419078725e-05
"Section II Health Related Supplemental Benefits",40,4.05037728773724e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",40,4.58985262887364e-05
"Section I Innovations in Health Plan Design",40,3.93113798225244e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",40,3.9456575390497e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",40,3.91672489419141e-05
"Section III Tier Composition",40,6.22003956038742e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",40,5.45742075432028e-05
"Section A  Update of the RxHCC Model",40,2.78380251832059e-05
"Section B  FFS Growth Percentage",40,4.64978599148678e-05
"Section I Plan Corrections",40,5.1175538353733e-05
"Section III Expanding the Part D OTC Program",40,6.8152670314453e-05
"Section D  ESRD Rates",40,4.60965800668076e-05
"Section II Tiered Cost Sharing of Medical Benefits",40,6.94824975903548e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",40,4.64978599148764e-05
"Section II Plans with Low Enrollment",40,6.64567796688247e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",40,0.000121744151105907
"Section II Cost Plan Transition to MA under MACRA",40,0.000100074955236246
"Section II Medicare Advantage MA Uniformity Flexibility",40,4.29462330969874e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",40,8.49540208713999e-05
"Section III Low Enrollment Plans Standalone PDPs only",40,8.77451686244434e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",40,0.000115180968037237
"Section C  IME Phase Out",40,9.55972402376757e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",40,0.000116436376611062
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",40,7.92798190055797e-05
"Section II Medicare Advantage MA Segmented Service Area Options",40,0.000157684553809094
"Section II Outpatient Observation Services",40,0.00013740300698056
"Section II Overview of CY 2019 Benefits and Bid Review",40,5.54236212702218e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",40,8.49540208714009e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",40,6.44520235932756e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",40,4.67011312075505e-05
"Section M  Medical Loss Ratio Credibility Adjustment",40,0.000109289225494869
"Section D  Retiree Drug Subsidy Amounts",40,0.000202525638116988
"Section II Cost Plan Competition Requirements",40,0.000155390886723444
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",40,0.000104992750043333
"Section I Enforcement Actions for Provider Directories",40,0.000112749650908273
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",40,0.000107097914381203
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",40,6.99373813924316e-05
"Section III Coordination of Benefits COB User Fee",40,9.55972402376757e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",40,0.000133957068253936
"Section III Specialty Tiers",40,0.000146846798894399
"Section K  Medicare Advantage Coding Pattern Adjustment",40,0.000155390886723451
"Section I Annual Calendar",40,7.27968743704814e-05
"Section II Part C Optional Supplemental Benefits",40,0.000146846798894389
"Section N  Encounter Data as a Diagnosis Source for 2019",40,0.000110418855641848
"Section A  MA Growth Percentage",40,0.000184990281197274
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",40,0.982343693137636
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",40,0.0001576845538091
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",40,0.000139193325615775
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",40,0.0001468467988944
"Section II Special Needs Plan SNPSpecific Networks Research and Development",40,0.00017024950168325
"Section III Benefit Review",40,0.000178797909335916
"Section III Timely Updates to LIS Status Based on Best Available Evidence",40,0.000129100489218324
"Section H  CMSHCC Risk Adjustment Model for CY 2019",40,0.000244190155322219
"Section II Employer Group Waiver Plans",40,0.00025588850525165
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",41,1.12240637178827e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",41,3.57074910885198e-06
"Section I Validation Audits",41,9.14819177603486e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",41,9.43085550200458e-06
"Section B  Calculation of Fee for Service Cost",41,7.08056098533929e-06
"Section L  Normalization Factors",41,1.22124123511557e-05
"Section IV  MedicareMedicaid Plans",41,6.90214569084582e-06
"Section G  MA Employer Group Waiver Plans",41,1.02743961819571e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",41,8.15636477127482e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",41,1.46390038446799e-05
"Section III CY 2019 Formulary Submission Window",41,1.53323496013203e-05
"Section I Incomplete and Inaccurate Bid Submissions",41,2.85828596833961e-05
"Section II Total Beneficiary Cost TBC",41,1.63909734090602e-05
"Section E  Clinical Trials",41,2.47431044323823e-05
"Section H  Enhanced Medication Therapy Management MTM Model",41,1.06641420411479e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",41,1.94321484787563e-05
"Section II Part C Cost Sharing Standards",41,1.79921186533616e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",41,0.998142114756098
"Section II Maximum OutofPocket MOOP Limits",41,3.05442405495134e-05
"Section O  Quality Payment Program",41,3.08085038644144e-05
"Section C  Part D Risk Sharing",41,3.18178732419692e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",41,1.55782940242325e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",41,4.16080721782597e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",41,4.36481186140116e-05
"Section III Improving Access to Part D Vaccines",41,3.44886419078818e-05
"Section II Health Related Supplemental Benefits",41,4.05037728773748e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",41,4.58985262887311e-05
"Section I Innovations in Health Plan Design",41,3.93113798225219e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",41,3.94565753904864e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",41,3.91672489419183e-05
"Section III Tier Composition",41,6.22003956038721e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",41,5.45742075431951e-05
"Section A  Update of the RxHCC Model",41,2.78380251832055e-05
"Section B  FFS Growth Percentage",41,4.64978599148668e-05
"Section I Plan Corrections",41,5.11755383537309e-05
"Section III Expanding the Part D OTC Program",41,6.81526703144529e-05
"Section D  ESRD Rates",41,4.60965800667998e-05
"Section II Tiered Cost Sharing of Medical Benefits",41,6.94824975903553e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",41,4.64978599148811e-05
"Section II Plans with Low Enrollment",41,6.64567796688326e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",41,0.000121744151105909
"Section II Cost Plan Transition to MA under MACRA",41,0.000100074955236253
"Section II Medicare Advantage MA Uniformity Flexibility",41,4.29462330969956e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",41,8.49540208714146e-05
"Section III Low Enrollment Plans Standalone PDPs only",41,8.77451686244428e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",41,0.000115180968037234
"Section C  IME Phase Out",41,9.55972402376698e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",41,0.000116436376611059
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",41,7.92798190055635e-05
"Section II Medicare Advantage MA Segmented Service Area Options",41,0.00015768455380909
"Section II Outpatient Observation Services",41,0.000137403006980559
"Section II Overview of CY 2019 Benefits and Bid Review",41,5.54236212702116e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",41,8.49540208714005e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",41,6.44520235932628e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",41,4.67011312075488e-05
"Section M  Medical Loss Ratio Credibility Adjustment",41,0.000109289225494865
"Section D  Retiree Drug Subsidy Amounts",41,0.00020252563811699
"Section II Cost Plan Competition Requirements",41,0.000155390886723445
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",41,0.000104992750043323
"Section I Enforcement Actions for Provider Directories",41,0.00011274965090828
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",41,0.000107097914381197
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",41,6.99373813924342e-05
"Section III Coordination of Benefits COB User Fee",41,9.55972402376757e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",41,0.000133957068253945
"Section III Specialty Tiers",41,0.0001468467988944
"Section K  Medicare Advantage Coding Pattern Adjustment",41,0.000155390886723442
"Section I Annual Calendar",41,7.27968743704652e-05
"Section II Part C Optional Supplemental Benefits",41,0.000146846798894389
"Section N  Encounter Data as a Diagnosis Source for 2019",41,0.000110418855641849
"Section A  MA Growth Percentage",41,0.00018499028119727
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",41,0.00025588850525165
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",41,0.000157684553809119
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",41,0.000139193325615781
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",41,0.000146846798894396
"Section II Special Needs Plan SNPSpecific Networks Research and Development",41,0.000170249501683253
"Section III Benefit Review",41,0.000178797909335907
"Section III Timely Updates to LIS Status Based on Best Available Evidence",41,0.000129100489218314
"Section H  CMSHCC Risk Adjustment Model for CY 2019",41,0.000244190155322217
"Section II Employer Group Waiver Plans",41,0.000255888505251648
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",42,1.12240637192735e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",42,3.57074910876635e-06
"Section I Validation Audits",42,9.14819177607453e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",42,9.43085550200027e-06
"Section B  Calculation of Fee for Service Cost",42,7.0805609851075e-06
"Section L  Normalization Factors",42,1.22124123511411e-05
"Section IV  MedicareMedicaid Plans",42,6.9021456909687e-06
"Section G  MA Employer Group Waiver Plans",42,1.02743961819625e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",42,8.15636477090453e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",42,0.998989908734718
"Section III CY 2019 Formulary Submission Window",42,1.53323496013244e-05
"Section I Incomplete and Inaccurate Bid Submissions",42,2.85828596833998e-05
"Section II Total Beneficiary Cost TBC",42,1.63909734090516e-05
"Section E  Clinical Trials",42,2.4743104432381e-05
"Section H  Enhanced Medication Therapy Management MTM Model",42,1.06641420411462e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",42,1.94321484787393e-05
"Section II Part C Cost Sharing Standards",42,1.79921186533645e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",42,2.69258731000366e-05
"Section II Maximum OutofPocket MOOP Limits",42,3.05442405495124e-05
"Section O  Quality Payment Program",42,3.08085038644166e-05
"Section C  Part D Risk Sharing",42,3.18178732419618e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",42,1.55782940242182e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",42,4.16080721782499e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",42,4.36481186139857e-05
"Section III Improving Access to Part D Vaccines",42,3.44886419078718e-05
"Section II Health Related Supplemental Benefits",42,4.05037728773655e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",42,4.5898526288732e-05
"Section I Innovations in Health Plan Design",42,3.93113798225028e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",42,3.94565753905029e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",42,3.91672489419138e-05
"Section III Tier Composition",42,6.22003956038608e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",42,5.4574207543201e-05
"Section A  Update of the RxHCC Model",42,2.78380251832159e-05
"Section B  FFS Growth Percentage",42,4.6497859914867e-05
"Section I Plan Corrections",42,5.11755383537209e-05
"Section III Expanding the Part D OTC Program",42,6.81526703144384e-05
"Section D  ESRD Rates",42,4.60965800668193e-05
"Section II Tiered Cost Sharing of Medical Benefits",42,6.94824975903552e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",42,4.64978599148649e-05
"Section II Plans with Low Enrollment",42,6.64567796688315e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",42,0.000121744151105909
"Section II Cost Plan Transition to MA under MACRA",42,0.000100074955236252
"Section II Medicare Advantage MA Uniformity Flexibility",42,4.29462330969933e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",42,8.49540208714085e-05
"Section III Low Enrollment Plans Standalone PDPs only",42,8.77451686244442e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",42,0.000115180968037238
"Section C  IME Phase Out",42,9.55972402376626e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",42,0.000116436376611058
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",42,7.92798190055664e-05
"Section II Medicare Advantage MA Segmented Service Area Options",42,0.000157684553809091
"Section II Outpatient Observation Services",42,0.000137403006980553
"Section II Overview of CY 2019 Benefits and Bid Review",42,5.54236212702167e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",42,8.49540208713976e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",42,6.4452023593266e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",42,4.67011312075401e-05
"Section M  Medical Loss Ratio Credibility Adjustment",42,0.000109289225494869
"Section D  Retiree Drug Subsidy Amounts",42,0.00020252563811699
"Section II Cost Plan Competition Requirements",42,0.000155390886723444
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",42,0.000104992750043328
"Section I Enforcement Actions for Provider Directories",42,0.000112749650908268
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",42,0.0001070979143812
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",42,6.9937381392436e-05
"Section III Coordination of Benefits COB User Fee",42,9.5597240237669e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",42,0.000133957068253931
"Section III Specialty Tiers",42,0.000146846798894395
"Section K  Medicare Advantage Coding Pattern Adjustment",42,0.000155390886723453
"Section I Annual Calendar",42,7.27968743704609e-05
"Section II Part C Optional Supplemental Benefits",42,0.000146846798894388
"Section N  Encounter Data as a Diagnosis Source for 2019",42,0.000110418855641874
"Section A  MA Growth Percentage",42,0.00018499028119727
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",42,0.000255888505251647
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",42,0.000157684553809095
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",42,0.000139193325615776
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",42,0.000146846798894393
"Section II Special Needs Plan SNPSpecific Networks Research and Development",42,0.00017024950168325
"Section III Benefit Review",42,0.000178797909335901
"Section III Timely Updates to LIS Status Based on Best Available Evidence",42,0.000129100489218317
"Section H  CMSHCC Risk Adjustment Model for CY 2019",42,0.000244190155322255
"Section II Employer Group Waiver Plans",42,0.000255888505251646
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",43,1.1224063716954e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",43,3.5707491086286e-06
"Section I Validation Audits",43,0.702574015273378
"Section A  MA Benchmark Quality Bonus Payments and Rebate",43,9.43085550200104e-06
"Section B  Calculation of Fee for Service Cost",43,7.08056098537361e-06
"Section L  Normalization Factors",43,1.22124123511525e-05
"Section IV  MedicareMedicaid Plans",43,6.90214569094294e-06
"Section G  MA Employer Group Waiver Plans",43,1.02743961819492e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",43,8.15636477128911e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",43,1.46390038446714e-05
"Section III CY 2019 Formulary Submission Window",43,1.53323496013286e-05
"Section I Incomplete and Inaccurate Bid Submissions",43,2.85828596834025e-05
"Section II Total Beneficiary Cost TBC",43,1.63909734090384e-05
"Section E  Clinical Trials",43,2.47431044323723e-05
"Section H  Enhanced Medication Therapy Management MTM Model",43,1.06641420411319e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",43,1.94321484787375e-05
"Section II Part C Cost Sharing Standards",43,1.79921186533553e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",43,2.69258731000436e-05
"Section II Maximum OutofPocket MOOP Limits",43,3.05442405495101e-05
"Section O  Quality Payment Program",43,3.08085038644159e-05
"Section C  Part D Risk Sharing",43,3.18178732419712e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",43,1.55782940242098e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",43,4.16080721780436e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",43,4.36481186139893e-05
"Section III Improving Access to Part D Vaccines",43,3.44886419078658e-05
"Section II Health Related Supplemental Benefits",43,4.05037728773736e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",43,4.58985262887324e-05
"Section I Innovations in Health Plan Design",43,3.93113798225121e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",43,3.94565753904982e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",43,3.91672489419027e-05
"Section III Tier Composition",43,6.2200395603859e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",43,5.45742075431899e-05
"Section A  Update of the RxHCC Model",43,2.78380251831919e-05
"Section B  FFS Growth Percentage",43,4.64978599148567e-05
"Section I Plan Corrections",43,5.11755383537124e-05
"Section III Expanding the Part D OTC Program",43,6.81526703144413e-05
"Section D  ESRD Rates",43,4.60965800667891e-05
"Section II Tiered Cost Sharing of Medical Benefits",43,6.94824975903501e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",43,4.64978599148654e-05
"Section II Plans with Low Enrollment",43,6.64567796688316e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",43,0.000121744151105908
"Section II Cost Plan Transition to MA under MACRA",43,0.00010007495523625
"Section II Medicare Advantage MA Uniformity Flexibility",43,4.29462330969859e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",43,8.49540208713932e-05
"Section III Low Enrollment Plans Standalone PDPs only",43,8.77451686244348e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",43,0.000115180968037236
"Section C  IME Phase Out",43,9.55972402376637e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",43,0.000116436376611047
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",43,7.9279819005584e-05
"Section II Medicare Advantage MA Segmented Service Area Options",43,0.00015768455380909
"Section II Outpatient Observation Services",43,0.000137403006980559
"Section II Overview of CY 2019 Benefits and Bid Review",43,5.54236212702102e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",43,8.49540208713973e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",43,6.44520235932633e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",43,4.67011312075345e-05
"Section M  Medical Loss Ratio Credibility Adjustment",43,0.000109289225494861
"Section D  Retiree Drug Subsidy Amounts",43,0.00020252563811699
"Section II Cost Plan Competition Requirements",43,0.000155390886723442
"Section F  Location of Network Areas for PFFS Plans in Plan Year 2020",43,0.000104992750043318
"Section I Enforcement Actions for Provider Directories",43,0.000112749650908281
"Section II Enhanced Disease Management EDM for Dual Eligible Special Needs Plans DSNPs and Institutional Special Needs Plans ISNPs",43,0.000107097914381204
"Section II Rewards and Incentives for Completion of a Health Risk Assessment HRA",43,6.99373813924369e-05
"Section III Coordination of Benefits COB User Fee",43,9.55972402376645e-05
"Section III Medication Therapy Management MTM Annual Cost Threshold",43,0.000133957068253933
"Section III Specialty Tiers",43,0.000146846798894387
"Section K  Medicare Advantage Coding Pattern Adjustment",43,0.000155390886723442
"Section I Annual Calendar",43,7.27968743704673e-05
"Section II Part C Optional Supplemental Benefits",43,0.000146846798894381
"Section N  Encounter Data as a Diagnosis Source for 2019",43,0.000110418855641846
"Section A  MA Growth Percentage",43,0.000184990281197269
"Section G  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",43,0.000255888505251648
"Section I New Medicare Card Project formerly the Social Security Number Removal Initiative SSNRI",43,0.000157684553809098
"Section II Coverage of Supervised Exercise Therapy SET for Symptomatic Peripheral Artery Disease PAD",43,0.000139193325615768
"Section II Meaningful Difference Substantially Duplicative Plan Offerings",43,0.000146846798894392
"Section II Special Needs Plan SNPSpecific Networks Research and Development",43,0.00017024950168325
"Section III Benefit Review",43,0.000178797909335901
"Section III Timely Updates to LIS Status Based on Best Available Evidence",43,0.000129100489218306
"Section H  CMSHCC Risk Adjustment Model for CY 2019",43,0.000244190155322218
"Section II Employer Group Waiver Plans",43,0.00025588850525165
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",44,1.12240637194845e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",44,3.57074910870859e-06
"Section I Validation Audits",44,9.1481917760782e-06
"Section A  MA Benchmark Quality Bonus Payments and Rebate",44,9.43085550200639e-06
"Section B  Calculation of Fee for Service Cost",44,7.08056098537122e-06
"Section L  Normalization Factors",44,1.22124123511551e-05
"Section IV  MedicareMedicaid Plans",44,6.90214569096113e-06
"Section G  MA Employer Group Waiver Plans",44,1.0274396181957e-05
"Section E  Estimated Total Covered Part D Spending at OutofPocket Threshold for Applicable Beneficiaries",44,8.15636477129476e-06
"Section I  ESRD Risk Adjustment Model for CY 2019",44,1.46390038446747e-05
"Section III CY 2019 Formulary Submission Window",44,1.53323496013258e-05
"Section I Incomplete and Inaccurate Bid Submissions",44,2.85828596834004e-05
"Section II Total Beneficiary Cost TBC",44,1.63909734090559e-05
"Section E  Clinical Trials",44,2.47431044323803e-05
"Section H  Enhanced Medication Therapy Management MTM Model",44,1.06641420411451e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated DSNPs",44,1.94321484787488e-05
"Section II Part C Cost Sharing Standards",44,1.79921186533499e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment DME Supply Drugs",44,2.69258731000346e-05
"Section II Maximum OutofPocket MOOP Limits",44,3.05442405495149e-05
"Section O  Quality Payment Program",44,3.08085038644155e-05
"Section C  Part D Risk Sharing",44,3.18178732419679e-05
"Section D  Medicare Part D Benefit Parameters Annual Adjustments for Defined Standard Benefit in 2019",44,1.55782940242328e-05
"Section I Audit of the Sponsoring Organizations Compliance Program Effectiveness",44,4.16080721782476e-05
"Section E  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",44,4.36481186139995e-05
"Section III Improving Access to Part D Vaccines",44,0.997620283708357
"Section II Health Related Supplemental Benefits",44,4.05037728773768e-05
"Section II Per Member Per Month PMPM Actuarial Equivalent AE Cost Sharing Limits",44,4.58985262887324e-05
"Section I Innovations in Health Plan Design",44,3.93113798225249e-05
"Section II Parts A and B Costsharing for Individuals Enrolled in the Qualified Medicare Beneficiary QMB Program",44,3.94565753904986e-05
"Section II Encounter Data Listening Forums Monitoring and Compliance Activities",44,3.91672489419107e-05
"Section III Tier Composition",44,6.22003956038722e-05
"Section J  Frailty Adjustment for PACE organizations and FIDE SNPs",44,5.45742075431916e-05
"Section A  Update of the RxHCC Model",44,2.78380251832024e-05
"Section B  FFS Growth Percentage",44,4.64978599148667e-05
"Section I Plan Corrections",44,5.11755383537202e-05
"Section III Expanding the Part D OTC Program",44,6.81526703144467e-05
"Section D  ESRD Rates",44,4.60965800667961e-05
"Section II Tiered Cost Sharing of Medical Benefits",44,6.94824975903565e-05
"Section III Part D MailOrder Refill Consent Policy Solicitation for Comments",44,4.64978599148718e-05
"Section II Plans with Low Enrollment",44,6.64567796688284e-05
"Section II Special Needs Plan SNP Legislative Sunset Provision",44,0.000121744151105902
"Section II Cost Plan Transition to MA under MACRA",44,0.00010007495523625
"Section II Medicare Advantage MA Uniformity Flexibility",44,4.29462330969904e-05
"Section II Medicare Diabetes Prevention Program MDPP Services Clarification",44,8.49540208714002e-05
"Section III Low Enrollment Plans Standalone PDPs only",44,8.77451686244441e-05
"Section B  Encounter Data as a Diagnosis Source for 2019",44,0.000115180968037235
"Section C  IME Phase Out",44,9.55972402376728e-05
"Section F  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",44,0.000116436376611064
"Section I Plan Finder Civil Money Penalty CMP Icon or Other Type of Notice",44,7.92798190055647e-05
"Section II Medicare Advantage MA Segmented Service Area Options",44,0.00015768455380909
"Section II Outpatient Observation Services",44,0.000137403006980555
"Section II Overview of CY 2019 Benefits and Bid Review",44,5.54236212702159e-05
"Section II Transparency  Timeliness with Prior Authorization Processes",44,8.49540208714011e-05
"Section III LIS Enrollee Costsharing for OutofNetwork Part D Drugs",44,6.44520235932699e-05
"Section III Part D Benefit Parameters for NonDefined Standard Plans",44,4.67011312075262e-05
"Section M  Medical Loss Ratio Credibility Adjustment",44,0.000109289225494864
