"doc1","doc2","distance"
"Section C.  Part D Risk Sharing","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0801157827234156
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.080101676276149
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0800848558337166
"Section II Employer Group Waiver Plans","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.08001103676628
"Section E.  Clinical Trials","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0799841705306994
"Section A.  MA Growth Percentage","Section A.  Update of the RxHCC Model",0.079959255524987
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section O.  Quality Payment Program",0.0799442634304587
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section III CY 2019 Formulary Submission Window",0.079935953978368
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section II Part C Cost Sharing Standards",0.0799313537630537
"Section II Part C Optional Supplemental Benefits","Section III Medication Therapy Management (MTM) Annual Cost Threshold",0.0799021797081333
"Section I Innovations in Health Plan Design","Section G.  MA Employer Group Waiver Plans",0.0798658160635159
"Section II Employer Group Waiver Plans","Section III Timely Updates to LIS Status Based on Best Available Evidence",0.0798643458203143
"Section III Benefit Review","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.0798595706249925
"Section II Part C Optional Supplemental Benefits","Section O.  Quality Payment Program",0.0798121084590001
"Section II Tiered Cost Sharing of Medical Benefits","Section O.  Quality Payment Program",0.0797819634243053
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0797429225396905
"Section I Annual Calendar","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0796434269634587
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Plans with Low Enrollment",0.0796303332335311
"Section C.  IME Phase Out","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.079490262686449
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section A.  Update of the RxHCC Model",0.0794498400460757
"Section D.  ESRD Rates","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0793466737151325
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section O.  Quality Payment Program",0.0792898523322658
"Section I Enforcement Actions for Provider Directories","Section II Cost Plan Competition Requirements",0.0792603241667771
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section III CY 2019 Formulary Submission Window",0.0791788657974616
"Section II Employer Group Waiver Plans","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0790809714919778
"Section I Annual Calendar","Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",0.0790260779693599
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0789176904710181
"Section C.  IME Phase Out","Section L.  Normalization Factors",0.0788944258489694
"Section A.  MA Growth Percentage","Section C.  IME Phase Out",0.0788865232385415
"Section III CY 2019 Formulary Submission Window","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0788255437556313
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section I Innovations in Health Plan Design",0.0788143870938644
"Section I Annual Calendar","Section O.  Quality Payment Program",0.0787842046255143
"Section III Coordination of Benefits (COB) User Fee","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0787566634894087
"Section III Coordination of Benefits (COB) User Fee","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.0787010691407076
"Section I Innovations in Health Plan Design","Section I Incomplete and Inaccurate Bid Submissions",0.0786796895684821
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0786452021389525
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section II Part C Cost Sharing Standards",0.0786132133514006
"Section II Overview of CY 2019 Benefits and Bid Review","Section B.  FFS Growth Percentage",0.0785735740552763
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section II Cost Plan Transition to MA under MACRA",0.0785674201318386
"Section D.  ESRD Rates","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0785527231769533
"Section II Plans with Low Enrollment","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0785495574063487
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Total Beneficiary Cost (TBC)",0.0784834877554212
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section O.  Quality Payment Program",0.0784631624522391
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0784450857594143
"Section III Tier Composition","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.0783873290367675
"Section II Part C Optional Supplemental Benefits","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0783084349193831
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.0782780968430293
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section I Validation Audits",0.0782345558169403
"Section C.  Part D Risk Sharing","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.078215816639572
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section G.  MA Employer Group Waiver Plans",0.0782108328933055
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0781181049866351
"Section II Cost Plan Competition Requirements","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0779617780629742
"Section II Medicare Advantage (MA) Segmented Service Area Options","Section II Plans with Low Enrollment",0.0779554182573139
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.0779423253117719
"Section B.  FFS Growth Percentage","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.0778708439237884
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section L.  Normalization Factors",0.077733207066812
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section II Maximum Out of Pocket (MOOP) Limits",0.0777127565235369
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section I Incomplete and Inaccurate Bid Submissions",0.0776964790190093
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap","Section C.  Part D Risk Sharing",0.0776197909514978
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0775654970911209
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section L.  Normalization Factors",0.0775506435837941
"Section II Transparency   Timeliness with Prior Authorization Processes","Section III Improving Access to Part D Vaccines",0.0775391295429622
"Section III Coordination of Benefits (COB) User Fee","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0775244229255061
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0774273045789062
"Section III Tier Composition","Section C.  Part D Risk Sharing",0.0773477559722196
"Section II Health Related Supplemental Benefits","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0773039976427436
"Section II Cost Plan Competition Requirements","Section M.  Medical Loss Ratio Credibility Adjustment",0.0772978971064623
"Section II Plans with Low Enrollment","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0772329806317051
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III CY 2019 Formulary Submission Window",0.0772139294378248
"Section II Outpatient Observation Services","Section III Tier Composition",0.0771884401368048
"Section O.  Quality Payment Program","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0771548118143796
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.0771479392144181
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section B.  Calculation of Fee for Service Cost",0.0771440804995354
"Section A.  Update of the RxHCC Model","Section I Incomplete and Inaccurate Bid Submissions",0.0771166937292081
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",0.0770736625491692
"Section II Overview of CY 2019 Benefits and Bid Review","Section L.  Normalization Factors",0.0770257173507524
"Section II Outpatient Observation Services","Section C.  IME Phase Out",0.0770234094310274
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section I Validation Audits",0.077007354517833
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section L.  Normalization Factors",0.0769675471635164
"Section II Part C Optional Supplemental Benefits","Section M.  Medical Loss Ratio Credibility Adjustment",0.0769527239822591
"Section II Employer Group Waiver Plans","Section III CY 2019 Formulary Submission Window",0.0768250813142749
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",0.0767906628230666
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section C.  IME Phase Out",0.076762754167657
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0767566521682735
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0766902163410803
"Section B.  FFS Growth Percentage","Section II Part C Cost Sharing Standards",0.0766734973383623
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section C.  Part D Risk Sharing",0.0765114010481976
"Section D.  ESRD Rates","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0763683927797003
"Section I Enforcement Actions for Provider Directories","Section II Plans with Low Enrollment",0.0763068065141269
"Section C.  IME Phase Out","Section II Cost Plan Transition to MA under MACRA",0.0762492851663023
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section IV   Medicare Medicaid Plans",0.0762178108786009
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section I Plan Corrections",0.0761593579205226
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.0761269312576895
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.0761044937647232
"Section II Employer Group Waiver Plans","Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",0.0760744118093838
"Section III Expanding the Part D OTC Program","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.0760661925575842
"Section II Tiered Cost Sharing of Medical Benefits","Section D.  ESRD Rates",0.0759279532450284
"Section II Plans with Low Enrollment","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.075911346290011
"Section II Part C Cost Sharing Standards","Section L.  Normalization Factors",0.0758968950470105
"Section C.  IME Phase Out","Section IV   Medicare Medicaid Plans",0.0758584805815859
"Section II Tiered Cost Sharing of Medical Benefits","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0758573903060529
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section O.  Quality Payment Program",0.0758570859484061
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section O.  Quality Payment Program",0.0757952207815174
"Section I.  ESRD Risk Adjustment Model for CY 2019","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0757567096584655
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section I Innovations in Health Plan Design",0.0756181569036832
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0756126799043541
"Section III Benefit Review","Section II Transparency   Timeliness with Prior Authorization Processes",0.0754997425090333
"Section III Tier Composition","Section I Innovations in Health Plan Design",0.0754394352529489
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Medicare Advantage (MA) Segmented Service Area Options",0.0754096429058752
"Section D.  ESRD Rates","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0753271171046107
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0752828419842743
"Section I Enforcement Actions for Provider Directories","Section I Innovations in Health Plan Design",0.0752652629864689
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs","Section II Health Related Supplemental Benefits",0.0752398610571848
"Section II Cost Plan Transition to MA under MACRA","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0752291392857926
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0751569004238725
"Section II Health Related Supplemental Benefits","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0751351195281882
"Section III Expanding the Part D OTC Program","Section C.  Part D Risk Sharing",0.07510479780709
"Section A.  MA Growth Percentage","Section II Medicare Advantage (MA) Uniformity Flexibility",0.0750751861504012
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section I Incomplete and Inaccurate Bid Submissions",0.0749890070470024
"Section II Cost Plan Competition Requirements","Section A.  Update of the RxHCC Model",0.0749220014918163
"Section II Tiered Cost Sharing of Medical Benefits","Section III CY 2019 Formulary Submission Window",0.0748552941432544
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)","Section III Specialty Tiers",0.074848118856512
"Section III Benefit Review","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0748396896800228
"Section II Plans with Low Enrollment","Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",0.0747893240980745
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section II Health Related Supplemental Benefits",0.0747017186353237
"Section III Coordination of Benefits (COB) User Fee","Section II Tiered Cost Sharing of Medical Benefits",0.0745883879461175
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits","Section G.  MA Employer Group Waiver Plans",0.0745822775528266
"Section D.  Retiree Drug Subsidy Amounts","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0744918585380722
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0744667390351355
"Section III Coordination of Benefits (COB) User Fee","Section II Cost Plan Transition to MA under MACRA",0.0744646444067152
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0744266287038522
"Section III Medication Therapy Management (MTM) Annual Cost Threshold","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0743839498573895
"Section II Special Needs Plan (SNP) Specific Networks Research and Development","Section B.  Calculation of Fee for Service Cost",0.0743507688183281
"Section A.  Update of the RxHCC Model","Section E.  Clinical Trials",0.0742164670323082
"Section II Medicare Advantage (MA) Uniformity Flexibility","Section II Special Needs Plan (SNP) Legislative Sunset Provision",0.0741949534183025
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0741145033460358
"Section B.  Encounter Data as a Diagnosis Source for 2019","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.074097177800074
"Section III Part D Benefit Parameters for Non Defined Standard Plans","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0740327422919702
"Section I Plan Corrections","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0740174262699188
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section H.  Enhanced Medication Therapy Management (MTM) Model",0.0739355269080546
"Section II Employer Group Waiver Plans","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0739035309291179
"Section L.  Normalization Factors","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0738797234901169
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section III Tier Composition",0.0737412666436403
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0737326283775122
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities","Section III Improving Access to Part D Vaccines",0.0736447477346797
"Section H.  CMS HCC Risk Adjustment Model for CY 2019","Section I Incomplete and Inaccurate Bid Submissions",0.0736129450607524
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",0.073598360922483
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section A.  MA Growth Percentage",0.0735214622093808
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section IV   Medicare Medicaid Plans",0.0734497988169589
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section O.  Quality Payment Program",0.0734295707394623
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section III CY 2019 Formulary Submission Window",0.0733081952029322
"Section II Cost Plan Transition to MA under MACRA","Section III Tier Composition",0.0732937732613568
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section III CY 2019 Formulary Submission Window",0.0732795687507077
"Section II Outpatient Observation Services","Section I Innovations in Health Plan Design",0.0732574901136782
"Section I Incomplete and Inaccurate Bid Submissions","Section B.  Calculation of Fee for Service Cost",0.0732375959512345
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.0732070403960706
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness","Section IV   Medicare Medicaid Plans",0.0731710152911313
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments","Section III Tier Composition",0.0731582689058268
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section II Tiered Cost Sharing of Medical Benefits",0.0730766971669417
"Section III Expanding the Part D OTC Program","Section O.  Quality Payment Program",0.0729846414655123
"Section II Overview of CY 2019 Benefits and Bid Review","Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",0.0729469077051957
"Section III Specialty Tiers","Section B.  Calculation of Fee for Service Cost",0.0729333763585259
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section I Innovations in Health Plan Design",0.0729225837782204
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Total Beneficiary Cost (TBC)",0.0728571205127583
"Section A.  MA Growth Percentage","Section L.  Normalization Factors",0.0727471074184767
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0727372961170765
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0726699370223705
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019","Section L.  Normalization Factors",0.0726509880035368
"Section III Coordination of Benefits (COB) User Fee","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",0.0726325812044225
"Section II Plans with Low Enrollment","Section I Innovations in Health Plan Design",0.0725283590485434
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section III Low Enrollment Plans (Stand alone PDPs only)",0.0724995475068332
"Section III Coordination of Benefits (COB) User Fee","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0724024123205116
"Section I Plan Corrections","Section A.  MA Benchmark  Quality Bonus Payments and Rebate",0.072358878399653
"Section D.  ESRD Rates","Section C.  Part D Risk Sharing",0.0723498850216541
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section II Cost Plan Competition Requirements",0.072276043422954
"Section N.  Encounter Data as a Diagnosis Source for 2019","Section III CY 2019 Formulary Submission Window",0.0722256241329512
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate","Section L.  Normalization Factors",0.0722080512029178
"Section K.  Medicare Advantage Coding Pattern Adjustment","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0722002318601857
"Section I Plan Corrections","Section III Improving Access to Part D Vaccines",0.0721685880828584
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section L.  Normalization Factors",0.0721310621323686
"Section II Maximum Out of Pocket (MOOP) Limits","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0720853943145334
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section I Validation Audits",0.0720772522591969
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section II Plans with Low Enrollment",0.0720680643943604
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)","Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",0.0718160162538808
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0717514472412864
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",0.0717296582556168
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section I Plan Corrections",0.0717066654202552
"Section III Low Enrollment Plans (Stand alone PDPs only)","Section II Tiered Cost Sharing of Medical Benefits",0.0716756622620429
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.0716730717781713
"Section II Health Related Supplemental Benefits","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0716516029033132
"Section II Maximum Out of Pocket (MOOP) Limits","Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",0.0716101038798166
"Section II Plans with Low Enrollment","Section II Health Related Supplemental Benefits",0.0714879007160794
"Section O.  Quality Payment Program","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.07146798860182
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",0.0713835435357842
"Section II Health Related Supplemental Benefits","Section O.  Quality Payment Program",0.0713437446684031
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section III Improving Access to Part D Vaccines",0.071252370873756
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification","Section G.  MA Employer Group Waiver Plans",0.0712425628736253
"Section D.  Retiree Drug Subsidy Amounts","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0712344460334599
"Section I Enforcement Actions for Provider Directories","Section II Total Beneficiary Cost (TBC)",0.0711956374330829
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section A.  Update of the RxHCC Model",0.0711723041258917
"Section B.  FFS Growth Percentage","Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",0.0711452618263328
"Section II Cost Plan Competition Requirements","Section I Validation Audits",0.0711047712040315
"Section II Outpatient Observation Services","Section I.  ESRD Risk Adjustment Model for CY 2019",0.0710990735947047
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.0710426904796918
"Section H.  Enhanced Medication Therapy Management (MTM) Model","Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",0.0710317285018262
"Section III Tier Composition","Section B.  Calculation of Fee for Service Cost",0.0708929587740007
"Section II Outpatient Observation Services","Section I Incomplete and Inaccurate Bid Submissions",0.0707684718987307
"Section III Improving Access to Part D Vaccines","Section I Validation Audits",0.0707307045751047
"Section II Cost Plan Competition Requirements","Section L.  Normalization Factors",0.0706490764584113
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap","Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",0.070644479934583
"Section C.  IME Phase Out","Section III Part D Benefit Parameters for Non Defined Standard Plans",0.0706219519718848
"Section II Cost Plan Competition Requirements","Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",0.0705910920932384
"Section II Cost Plan Transition to MA under MACRA","Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",0.0705736080792199
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section A.  Update of the RxHCC Model",0.070548752810892
"Section III Timely Updates to LIS Status Based on Best Available Evidence","Section C.  Part D Risk Sharing",0.0705421426413865
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section D.  ESRD Rates",0.0705363162424166
"Section II Cost Plan Transition to MA under MACRA","Section III CY 2019 Formulary Submission Window",0.0704196977359795
"Section C.  IME Phase Out","Section III Expanding the Part D OTC Program",0.0703922864792136
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice","Section II Maximum Out of Pocket (MOOP) Limits",0.0703432717240493
"Section II Plans with Low Enrollment","Section D.  ESRD Rates",0.0702705198326135
"Section I Innovations in Health Plan Design","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0702559703244594
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount","Section B.  FFS Growth Percentage",0.0702432958065209
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)","Section B.  Calculation of Fee for Service Cost",0.0701780050341522
"Section A.  MA Growth Percentage","Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",0.070153629280264
"Section II Special Needs Plan (SNP) Legislative Sunset Provision","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0701108649062841
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)","Section II Special Needs Plan (SNP) Specific Networks Research and Development",0.070086511675847
"Section III Tier Composition","Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",0.0700051521470302
"Section III Specialty Tiers","Section II Medicare Advantage (MA) Uniformity Flexibility",0.0699677445305415
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020","Section D.  Retiree Drug Subsidy Amounts",0.0699226616912727
"Section M.  Medical Loss Ratio Credibility Adjustment","Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",0.0698810015059556
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap","Section G.  MA Employer Group Waiver Plans",0.0698338678557736
"Section II Tiered Cost Sharing of Medical Benefits","Section III Improving Drug Utilization Review Controls in Medicare Part D",0.0697800104015123
"Section II Plans with Low Enrollment","Section III Expanding the Part D OTC Program",0.0697587158912125
