"document","topic","gamma"
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",23,1.96396598487581e-05
"Section II Part C Cost Sharing Standards",23,1.92251363045862e-05
"Section II Total Beneficiary Cost (TBC)",23,1.71176006735378e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",23,2.6952233121197e-05
"Section C.  Part D Risk Sharing",23,3.30676128531619e-05
"Section II Maximum Out of Pocket (MOOP) Limits",23,3.23818605885365e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",23,4.60136581393294e-05
"Section O.  Quality Payment Program",23,3.27701945536301e-05
"Section II Health Related Supplemental Benefits",23,4.46965442911937e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",23,3.95245774865829e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",23,5.02438943485955e-05
"Section III Improving Access to Part D Vaccines",23,3.39931663824182e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",23,1.67503526653607e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",23,3.60089265909759e-05
"Section I Innovations in Health Plan Design",23,4.11618437314464e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",23,4.21133920825072e-05
"Section III Tier Composition",23,5.95510303005334e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",23,6.1563495447017e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",23,4.62081807993597e-05
"Section III Expanding the Part D OTC Program",23,7.16527940693749e-05
"Section D.  ESRD Rates",23,4.74107540836641e-05
"Section I Plan Corrections",23,5.36996867816274e-05
"Section A.  Update of the RxHCC Model",23,2.95778305545658e-05
"Section II Tiered Cost Sharing of Medical Benefits",23,7.4586447947443e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",23,0.000122063754382238
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",23,4.66022022579217e-05
"Section II Cost Plan Transition to MA under MACRA",23,0.000100697695387385
"Section II Plans with Low Enrollment",23,6.6427320246366e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",23,8.56972373261591e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",23,4.8247858167139e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",23,0.000113213655097329
"Section II Medicare Advantage (MA) Uniformity Flexibility",23,4.56294850919549e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",23,9.14320584075527e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",23,0.000139158099384416
"Section B.  FFS Growth Percentage",23,5.24122117620519e-05
"Section C.  IME Phase Out",23,9.54231032264084e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",23,0.000110915985813895
"Section II Overview of CY 2019 Benefits and Bid Review",23,5.8593343758577e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",23,8.63744368086656e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",23,6.68334879872834e-05
"Section D.  Retiree Drug Subsidy Amounts",23,0.000200386467999064
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",23,8.43742031320445e-05
"Section II Cost Plan Competition Requirements",23,0.000152773111076933
"Section II Medicare Advantage (MA) Segmented Service Area Options",23,0.000166757662467627
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",23,0.000103559874911685
"Section H.  Enhanced Medication Therapy Management (MTM) Model",23,7.5098905739967e-05
"Section I Enforcement Actions for Provider Directories",23,0.000130829918827645
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",23,7.07255290046881e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",23,0.000189939973368563
"Section III Coordination of Benefits (COB) User Fee",23,9.97784722472339e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",23,0.000132414842335874
"Section K.  Medicare Advantage Coding Pattern Adjustment",23,0.000135702752071125
"Section II Outpatient Observation Services",23,0.000142794008653942
"Section II Part C Optional Supplemental Benefits",23,0.000148618649038358
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",23,0.000135702752071123
"Section I Annual Calendar",23,6.98219569628464e-05
"Section III Specialty Tiers",23,0.000161820097530085
"Section N.  Encounter Data as a Diagnosis Source for 2019",23,0.000129282487661475
"Section A.  MA Growth Percentage",23,0.00018993997336856
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",23,0.000263087847876905
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",23,0.000157166518908084
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",23,0.000146625012707643
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",23,0.000161820097530094
"Section III Benefit Review",23,0.000159459363544181
"Section III Timely Updates to LIS Status Based on Best Available Evidence",23,0.000130829918827653
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",23,0.000276393081970322
"Section II Employer Group Waiver Plans",23,0.000269576391233069
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",24,1.164969904872e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",24,3.83987553118692e-06
"Section I Validation Audits",24,1.01062544544133e-05
"Section B.  Calculation of Fee for Service Cost",24,7.13682816055383e-06
"Section G.  MA Employer Group Waiver Plans",24,1.09135063801142e-05
"Section L.  Normalization Factors",24,1.47998589703145e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",24,9.75451187439108e-06
"Section IV   Medicare Medicaid Plans",24,7.10897796648877e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",24,1.49414754090441e-05
"Section III CY 2019 Formulary Submission Window",24,1.57601314758616e-05
"Section I Incomplete and Inaccurate Bid Submissions",24,0.455921904731887
"Section E.  Clinical Trials",24,2.87228598225909e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",24,1.96396598488166e-05
"Section II Part C Cost Sharing Standards",24,1.92251363046467e-05
"Section II Total Beneficiary Cost (TBC)",24,1.71176006735985e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",24,2.69522331212146e-05
"Section C.  Part D Risk Sharing",24,3.30676128531922e-05
"Section II Maximum Out of Pocket (MOOP) Limits",24,3.23818605886229e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",24,4.60136581393395e-05
"Section O.  Quality Payment Program",24,3.27701945536541e-05
"Section II Health Related Supplemental Benefits",24,4.46965442912082e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",24,3.9524577486607e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",24,5.02438943486469e-05
"Section III Improving Access to Part D Vaccines",24,0.998334334847259
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",24,1.67503526653929e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",24,3.60089265910656e-05
"Section I Innovations in Health Plan Design",24,4.11618437314492e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",24,4.21133920825298e-05
"Section III Tier Composition",24,5.95510303006402e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",24,6.15634954470189e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",24,4.62081807994337e-05
"Section III Expanding the Part D OTC Program",24,7.16527940693751e-05
"Section D.  ESRD Rates",24,4.74107540836595e-05
"Section I Plan Corrections",24,5.36996867816571e-05
"Section A.  Update of the RxHCC Model",24,2.95778305546279e-05
"Section II Tiered Cost Sharing of Medical Benefits",24,7.45864479475117e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",24,0.000122063754382238
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",24,4.66022022579251e-05
"Section II Cost Plan Transition to MA under MACRA",24,0.000100697695387378
"Section II Plans with Low Enrollment",24,6.64273202463602e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",24,8.56972373261663e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",24,4.82478581672263e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",24,0.000113213655097337
"Section II Medicare Advantage (MA) Uniformity Flexibility",24,4.56294850919953e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",24,9.14320584075543e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",24,0.000139158099384415
"Section B.  FFS Growth Percentage",24,5.24122117620703e-05
"Section C.  IME Phase Out",24,9.5423103226414e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",24,0.000110915985813881
"Section II Overview of CY 2019 Benefits and Bid Review",24,5.85933437586187e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",24,8.63744368086665e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",24,6.68334879872771e-05
"Section D.  Retiree Drug Subsidy Amounts",24,0.000200386467999052
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",24,8.437420313204e-05
"Section II Cost Plan Competition Requirements",24,0.000152773111076936
"Section II Medicare Advantage (MA) Segmented Service Area Options",24,0.000166757662467623
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",24,0.000103559874911679
"Section H.  Enhanced Medication Therapy Management (MTM) Model",24,7.50989057399639e-05
"Section I Enforcement Actions for Provider Directories",24,0.000130829918827654
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",24,7.07255290046833e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",24,0.000189939973368561
"Section III Coordination of Benefits (COB) User Fee",24,9.97784722472184e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",24,0.000132414842335873
"Section K.  Medicare Advantage Coding Pattern Adjustment",24,0.000135702752071125
"Section II Outpatient Observation Services",24,0.000142794008653936
"Section II Part C Optional Supplemental Benefits",24,0.000148618649038364
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",24,0.000135702752071126
"Section I Annual Calendar",24,6.98219569628573e-05
"Section III Specialty Tiers",24,0.000161820097530082
"Section N.  Encounter Data as a Diagnosis Source for 2019",24,0.000129282487661472
"Section A.  MA Growth Percentage",24,0.000189939973368567
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",24,0.000263087847876902
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",24,0.000157166518908072
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",24,0.000146625012707639
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",24,0.000161820097530091
"Section III Benefit Review",24,0.000159459363544173
"Section III Timely Updates to LIS Status Based on Best Available Evidence",24,0.000130829918827657
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",24,0.000276393081970322
"Section II Employer Group Waiver Plans",24,0.000269576391233065
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",25,1.16496990492782e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",25,3.83987553119538e-06
"Section I Validation Audits",25,1.01062544544013e-05
"Section B.  Calculation of Fee for Service Cost",25,7.13682816055728e-06
"Section G.  MA Employer Group Waiver Plans",25,1.091350638011e-05
"Section L.  Normalization Factors",25,1.4799858970324e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",25,9.75451187439409e-06
"Section IV   Medicare Medicaid Plans",25,7.10897796649859e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",25,1.494147540905e-05
"Section III CY 2019 Formulary Submission Window",25,1.57601314758451e-05
"Section I Incomplete and Inaccurate Bid Submissions",25,2.93396495837438e-05
"Section E.  Clinical Trials",25,2.87228598225771e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",25,1.96396598488301e-05
"Section II Part C Cost Sharing Standards",25,1.92251363046461e-05
"Section II Total Beneficiary Cost (TBC)",25,1.71176006736016e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",25,2.69522331212242e-05
"Section C.  Part D Risk Sharing",25,3.30676128531764e-05
"Section II Maximum Out of Pocket (MOOP) Limits",25,3.23818605885775e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",25,4.60136581393312e-05
"Section O.  Quality Payment Program",25,3.27701945536604e-05
"Section II Health Related Supplemental Benefits",25,0.99780986932973
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",25,3.95245774866187e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",25,5.02438943485958e-05
"Section III Improving Access to Part D Vaccines",25,3.39931663824419e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",25,1.67503526653746e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",25,3.60089265909846e-05
"Section I Innovations in Health Plan Design",25,4.11618437315261e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",25,4.21133920825117e-05
"Section III Tier Composition",25,5.9551030300525e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",25,6.15634954470102e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",25,4.62081807993646e-05
"Section III Expanding the Part D OTC Program",25,7.16527940693664e-05
"Section D.  ESRD Rates",25,4.74107540836539e-05
"Section I Plan Corrections",25,5.36996867816237e-05
"Section A.  Update of the RxHCC Model",25,2.95778305546098e-05
"Section II Tiered Cost Sharing of Medical Benefits",25,7.45864479474396e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",25,0.000122063754382233
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",25,4.66022022579119e-05
"Section II Cost Plan Transition to MA under MACRA",25,0.000100697695387379
"Section II Plans with Low Enrollment",25,6.64273202463621e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",25,8.5697237326156e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",25,4.82478581671447e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",25,0.000113213655097338
"Section II Medicare Advantage (MA) Uniformity Flexibility",25,4.56294850920388e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",25,0.99551982913803
"Section B.  Encounter Data as a Diagnosis Source for 2019",25,0.000139158099384412
"Section B.  FFS Growth Percentage",25,5.24122117620626e-05
"Section C.  IME Phase Out",25,9.54231032264143e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",25,0.000110915985813881
"Section II Overview of CY 2019 Benefits and Bid Review",25,5.85933437585653e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",25,8.6374436808665e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",25,6.68334879872863e-05
"Section D.  Retiree Drug Subsidy Amounts",25,0.00020038646799906
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",25,8.43742031320306e-05
"Section II Cost Plan Competition Requirements",25,0.000152773111076932
"Section II Medicare Advantage (MA) Segmented Service Area Options",25,0.000166757662467616
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",25,0.000103559874911673
"Section H.  Enhanced Medication Therapy Management (MTM) Model",25,7.50989057399622e-05
"Section I Enforcement Actions for Provider Directories",25,0.000130829918827655
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",25,7.07255290047151e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",25,0.000189939973368567
"Section III Coordination of Benefits (COB) User Fee",25,9.97784722472272e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",25,0.000132414842335874
"Section K.  Medicare Advantage Coding Pattern Adjustment",25,0.000135702752071123
"Section II Outpatient Observation Services",25,0.734146736623866
"Section II Part C Optional Supplemental Benefits",25,0.59148732616849
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",25,0.000135702752071118
"Section I Annual Calendar",25,6.98219569628501e-05
"Section III Specialty Tiers",25,0.000161820097530086
"Section N.  Encounter Data as a Diagnosis Source for 2019",25,0.000129282487661473
"Section A.  MA Growth Percentage",25,0.000189939973368569
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",25,0.000263087847876904
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",25,0.000157166518908075
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",25,0.000146625012707755
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",25,0.000161820097530082
"Section III Benefit Review",25,0.000159459363544178
"Section III Timely Updates to LIS Status Based on Best Available Evidence",25,0.00013082991882765
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",25,0.000276393081970321
"Section II Employer Group Waiver Plans",25,0.000269576391233064
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",26,1.16496990508411e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",26,3.8398755312054e-06
"Section I Validation Audits",26,1.01062544544186e-05
"Section B.  Calculation of Fee for Service Cost",26,7.13682816059884e-06
"Section G.  MA Employer Group Waiver Plans",26,1.09135063801382e-05
"Section L.  Normalization Factors",26,1.4799858970365e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",26,9.7545118744077e-06
"Section IV   Medicare Medicaid Plans",26,7.10897796648183e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",26,1.49414754091013e-05
"Section III CY 2019 Formulary Submission Window",26,1.57601314758572e-05
"Section I Incomplete and Inaccurate Bid Submissions",26,2.93396495836799e-05
"Section E.  Clinical Trials",26,2.87228598225699e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",26,1.96396598488705e-05
"Section II Part C Cost Sharing Standards",26,1.92251363046048e-05
"Section II Total Beneficiary Cost (TBC)",26,1.71176006736287e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",26,2.69522331212198e-05
"Section C.  Part D Risk Sharing",26,3.30676128531891e-05
"Section II Maximum Out of Pocket (MOOP) Limits",26,3.23818605885518e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",26,4.60136581393316e-05
"Section O.  Quality Payment Program",26,3.27701945537418e-05
"Section II Health Related Supplemental Benefits",26,4.46965442912183e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",26,3.95245774865988e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",26,5.0243894348589e-05
"Section III Improving Access to Part D Vaccines",26,3.3993166382437e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",26,1.67503526653523e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",26,3.60089265909756e-05
"Section I Innovations in Health Plan Design",26,4.11618437315084e-05
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",26,4.21133920825186e-05
"Section III Tier Composition",26,5.95510303005225e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",26,0.996983388723096
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",26,4.62081807993608e-05
"Section III Expanding the Part D OTC Program",26,7.16527940693701e-05
"Section D.  ESRD Rates",26,4.74107540836883e-05
"Section I Plan Corrections",26,5.36996867816239e-05
"Section A.  Update of the RxHCC Model",26,2.95778305546698e-05
"Section II Tiered Cost Sharing of Medical Benefits",26,7.45864479474303e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",26,0.000122063754382234
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",26,4.66022022579226e-05
"Section II Cost Plan Transition to MA under MACRA",26,0.000100697695387376
"Section II Plans with Low Enrollment",26,6.64273202463458e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",26,8.56972373261459e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",26,4.82478581671461e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",26,0.000113213655097337
"Section II Medicare Advantage (MA) Uniformity Flexibility",26,4.56294850919809e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",26,9.14320584075484e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",26,0.000139158099384402
"Section B.  FFS Growth Percentage",26,5.24122117620802e-05
"Section C.  IME Phase Out",26,9.54231032264097e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",26,0.000110915985813881
"Section II Overview of CY 2019 Benefits and Bid Review",26,5.8593343758565e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",26,8.63744368086561e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",26,6.6833487987272e-05
"Section D.  Retiree Drug Subsidy Amounts",26,0.00020038646799906
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",26,8.43742031320262e-05
"Section II Cost Plan Competition Requirements",26,0.00015277311107693
"Section II Medicare Advantage (MA) Segmented Service Area Options",26,0.000166757662467619
"Section F.  Location of Network Areas for PFFS Plans in Plan Year 2020",26,0.000103559874911671
"Section H.  Enhanced Medication Therapy Management (MTM) Model",26,7.50989057399593e-05
"Section I Enforcement Actions for Provider Directories",26,0.000130829918827655
"Section II Rewards and Incentives for Completion of a Health Risk Assessment (HRA)",26,7.07255290046721e-05
"Section II Special Needs Plan (SNP) Specific Networks Research and Development",26,0.000189939973368563
"Section III Coordination of Benefits (COB) User Fee",26,9.97784722472194e-05
"Section III Medication Therapy Management (MTM) Annual Cost Threshold",26,0.000132414842335873
"Section K.  Medicare Advantage Coding Pattern Adjustment",26,0.00013570275207112
"Section II Outpatient Observation Services",26,0.000142794008653934
"Section II Part C Optional Supplemental Benefits",26,0.000148618649038362
"Section F.  Dispensing Fees and Vaccine Administration Fees for Applicable Drugs in the Coverage Gap",26,0.00013570275207112
"Section I Annual Calendar",26,6.98219569628492e-05
"Section III Specialty Tiers",26,0.000161820097530089
"Section N.  Encounter Data as a Diagnosis Source for 2019",26,0.000129282487661464
"Section A.  MA Growth Percentage",26,0.000189939973368563
"Section G.  Part D Calendar Year Employer Group Waiver Plans Prospective Reinsurance Payment Amount",26,0.000263087847876899
"Section I New Medicare Card Project (formerly the Social Security Number Removal Initiative  SSNRI)",26,0.000157166518908077
"Section II Coverage of Supervised Exercise Therapy (SET) for Symptomatic Peripheral Artery Disease (PAD)",26,0.000146625012707635
"Section II Meaningful Difference (Substantially Duplicative Plan Offerings)",26,0.000161820097530089
"Section III Benefit Review",26,0.000159459363544176
"Section III Timely Updates to LIS Status Based on Best Available Evidence",26,0.000130829918827651
"Section H.  CMS HCC Risk Adjustment Model for CY 2019",26,0.000276393081970319
"Section II Employer Group Waiver Plans",26,0.000269576391233058
"Section I Enhancements to the 2019 Star Ratings and Future Measurement Concepts",27,1.16496990507132e-06
"Section III Improving Drug Utilization Review Controls in Medicare Part D",27,3.83987553118343e-06
"Section I Validation Audits",27,1.01062544544155e-05
"Section B.  Calculation of Fee for Service Cost",27,7.13682816056037e-06
"Section G.  MA Employer Group Waiver Plans",27,1.09135063801313e-05
"Section L.  Normalization Factors",27,1.47998589703258e-05
"Section A.  MA Benchmark  Quality Bonus Payments and Rebate",27,9.75451187438198e-06
"Section IV   Medicare Medicaid Plans",27,7.10897796649e-06
"Section I.  ESRD Risk Adjustment Model for CY 2019",27,1.49414754090857e-05
"Section III CY 2019 Formulary Submission Window",27,1.57601314758748e-05
"Section I Incomplete and Inaccurate Bid Submissions",27,2.93396495837558e-05
"Section E.  Clinical Trials",27,2.87228598225742e-05
"Section II Improving Beneficiary Communications and Reducing Burden for Integrated D SNPs",27,1.96396598488367e-05
"Section II Part C Cost Sharing Standards",27,1.9225136304626e-05
"Section II Total Beneficiary Cost (TBC)",27,1.71176006736263e-05
"Section III Using the Best Available Information when making B vs D Coverage Determinations for Immunosuppressants and Inhalation Durable Medical Equipment (DME) Supply Drugs",27,2.69522331212169e-05
"Section C.  Part D Risk Sharing",27,3.3067612853182e-05
"Section II Maximum Out of Pocket (MOOP) Limits",27,3.23818605885473e-05
"Section I Audit of the Sponsoring Organization s Compliance Program Effectiveness",27,4.6013658139331e-05
"Section O.  Quality Payment Program",27,3.27701945536821e-05
"Section II Health Related Supplemental Benefits",27,4.46965442912547e-05
"Section II Parts A and B Cost sharing for Individuals Enrolled in the Qualified Medicare Beneficiary (QMB) Program",27,3.95245774866932e-05
"Section II Per Member Per Month (PMPM) Actuarial Equivalent (AE) Cost Sharing Limits",27,5.0243894348595e-05
"Section III Improving Access to Part D Vaccines",27,3.39931663824808e-05
"Section D.  Medicare Part D Benefit Parameters  Annual Adjustments for Defined Standard Benefit in 2019",27,1.67503526653628e-05
"Section E.  Estimated Total Covered Part D Spending at Out of Pocket Threshold for Applicable Beneficiaries",27,3.60089265909849e-05
"Section I Innovations in Health Plan Design",27,0.997983069657157
"Section II Encounter Data Listening Forums  Monitoring and Compliance Activities",27,4.21133920825309e-05
"Section III Tier Composition",27,5.95510303005215e-05
"Section J.  Frailty Adjustment for PACE organizations and FIDE SNPs",27,6.15634954470141e-05
"Section E.  Reduced Coinsurance for Applicable Beneficiaries in the Coverage Gap",27,4.62081807993776e-05
"Section III Expanding the Part D OTC Program",27,7.1652794069359e-05
"Section D.  ESRD Rates",27,4.74107540836563e-05
"Section I Plan Corrections",27,5.36996867816442e-05
"Section A.  Update of the RxHCC Model",27,2.95778305546638e-05
"Section II Tiered Cost Sharing of Medical Benefits",27,7.45864479474444e-05
"Section II Special Needs Plan (SNP) Legislative Sunset Provision",27,0.000122063754382235
"Section III Part D Mail Order Refill Consent Policy  Solicitation for Comments",27,4.66022022579261e-05
"Section II Cost Plan Transition to MA under MACRA",27,0.000100697695387381
"Section II Plans with Low Enrollment",27,6.64273202463541e-05
"Section III Low Enrollment Plans (Stand alone PDPs only)",27,8.56972373261511e-05
"Section III Part D Benefit Parameters for Non Defined Standard Plans",27,4.82478581671848e-05
"Section M.  Medical Loss Ratio Credibility Adjustment",27,0.000113213655097342
"Section II Medicare Advantage (MA) Uniformity Flexibility",27,4.56294850919871e-05
"Section II Medicare Diabetes Prevention Program (MDPP) Services Clarification",27,9.14320584075515e-05
"Section B.  Encounter Data as a Diagnosis Source for 2019",27,0.000139158099384411
"Section B.  FFS Growth Percentage",27,5.24122117620675e-05
"Section C.  IME Phase Out",27,9.54231032264112e-05
"Section II Enhanced Disease Management (EDM) for Dual Eligible Special Needs Plans (D SNPs) and Institutional Special Needs Plans (I SNPs)",27,0.000110915985813885
"Section II Overview of CY 2019 Benefits and Bid Review",27,5.85933437585764e-05
"Section II Transparency   Timeliness with Prior Authorization Processes",27,8.6374436808664e-05
"Section III LIS Enrollee Cost sharing for Out of Network Part D Drugs",27,6.68334879872812e-05
"Section D.  Retiree Drug Subsidy Amounts",27,0.000200386467999068
"Section I Plan Finder Civil Money Penalty (CMP) Icon or Other Type of Notice",27,8.43742031320326e-05
"Section II Cost Plan Competition Requirements",27,0.00015277311107694
