"","agencyAcronym","allowLateComment","attachmentCount","commentDueDate","commentStartDate","commentText","docketId","docketTitle","docketType","documentId","documentStatus","documentType","numberOfCommentsReceived","openForComment","postedDate","title"
"532","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","How are we chronic pain patients with Fibro and lower lumbar problems and other illnesses going to get our meds we struggle monthly cause we don't get enough on our checks to pay for our meds, and if u take these meds away, nothing off the counter works, I take the norco, one pain patch, and one injection for surroidtic arthritis, and carprul tunnel, and when we find something that helps u want to take it away, please truly think about this, there are hundreds in the same place I am in, Godbles u always, we are not all abusers, please hear each of our story's...","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0057","Posted","Public Submission",1,FALSE,"2018-02-20T00:00:00-05:00","Anonymous-TX"
"533","CMS",FALSE,0,NA,NA,"My wife is a chronic and extreme pain patient for over 10 years.   I have played the role of caretaker as her pain struggle has been so debilitating.  I myself retired 5 years ago, in part to more fully assist my wife.  She just turned 65 years and now on Medicaid.

The reason I am writing this is to hopefully help you appreciate how critical her high dose medication has been for her survival. I know you have heard this from many others, but I am convinced without this treatment my wife would not be alive today given the constant and extreme pain she was experiencing.  The suffering was too great and extended for anyone to have to endure. 

She has suffered from multiple traumatic head and neck injuries as well as cancer, that made it difficult or impossible for her to function and lead a normal life.  She had seizures, constant pain, unable to do basic things at home even great difficulty reading and regular extreme attacks of pain.   We went to countless clinics and doctors who promised to cure her but did not find meaningful relief until being under the care of a physician understanding her issues and providing sufficient medication to address her extreme pain.  Under this care she has improved very substantially, no more emergency room visits, reading comfortably, even playing with her grandchildren.

My wife and I are terrified at the thought of her living the rest of her life with continuing deterioration and agony, without continued high dose levels.  As you know these medications are extremely expensive and without Medicaid coverage we could not afford them. Please consider what a devastating impact it will have to so many people if this proposal is passed.
Respectfully,
Ted Knopf
","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0958","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Ted Knopf-CA"
"534","CMS",FALSE,1,NA,NA,"Please find attached comments relating to the Medicare Advantage Call letter for 2019 payment policies on behalf of ADVault, Inc., parent company to MyDirectives, a leading advance care plan.

Thank you","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-1075","Posted","Public Submission",1,FALSE,"2018-05-01T00:00:00-04:00","Shalia Ross-VA"
"535","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I am 54 years old and I've lived with chronic, debilitating lupus since I was 26 years old. I have multiple system damage. I have tried every possible therapy to manage pain. Opioid pain management is my only option for being able to get out of bed daily and function to my highest level of being. Only in America where we have proven therapies are we willing to not use these therapies and allow human beings to suffer needlessly. The War on Drugs does not begin with prescription pain medication. It begins and ends with illicit fentanyl, cocaine and Other Drugs crossing our borders. There have been far too many studies proving that drug addiction does not begin with prescribed opioid medications to treat chronic pain. This is unreasonable and putting millions of Americans already in danger of losing their lives to suicide. We, America's suffering citizens, have been put in the precarious situation of living the rest of our lives in excruciating pain or ending them early because we have no alternatives. Meditation, prayer, yoga, and other therapies do not get to the root of the diminishing the pain that we suffer from organ, tissue, and nerve damage. Any physician who's been practicing for more than 2 months knows this! The mistreatment of American citizens must stop in the year 2018! We must not go back 200, 300, 500 years! I have already had my treatment plan cut down 75% in the past 2 years. I have gone from an active wife, mother, and Community member to a person who is housebound and dependent. Please do not let me lose any more of my life. I wasn't working registered nurse until 6 years ago. I did not choose Medicare, Medicare chose me. I should not be penalized because of my insurance plan! This is a disgusting abuse of power. My doctor and my doctor alone should be the person who can best evaluate me. Not somebody from behind a computer screen.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0253","Posted","Public Submission",1,FALSE,"2018-03-02T00:00:00-05:00","Diane P.-MA"
"536","CMS",FALSE,0,NA,NA,"Please do not take away coverage for these medications.  The patients who take them need them desperately and cannot afford them otherwise.  Thank you.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0967","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","V. Benet-WA"
"537","CMS",FALSE,0,"2018-03-02T23:59:59-05:00","2017-12-27T00:00:00-05:00","To properly analyze the proposed models, please publish the ICD-9 & ICD-10 diagnosis codes mappings to 2019 model HCCs covering all payment and non-payment HCCs.
For the Payment Condition Count model, please publish a list that identifies the 2019 model HCCs as countable or not countable conditions.  Thank you.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0003","Posted","Public Submission",1,FALSE,"2018-01-09T00:00:00-05:00","Anonymous-CA"
"538","CMS",FALSE,1,NA,NA,"Please see my comments attached and thank you.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0300","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","Kathryn Burns-MA"
"539","CMS",FALSE,0,NA,NA,"I have a rare disease known as primary sclerosing cholangitis. It 
Is a disease that has no treatment and as of yet no known cause. Currently I am on opiods for pain because of the havoc this disease is wreaking on my liver as it slowly causes it to fail. I've been in severe pain for years before finally getting help at the elite pain management clinic here. Before I started my treatment I couldn't even walk 20 without collapsing simply because my pain was to great and spent all of my time curled up in bed crying because it hurt so badly. Due to the fact that I was diagnosed at 18 I've never drank. It just wasn't safe. So I am incredibly careful with my medication because I know if Ioose it I won't be able to care for my 12 year old daughter or even do menial tasks like loading the dishwasher. If congress takes away my access to pain medication I don't think I will survive long enough for the new liver I am currently working hard to be listed for. I just won't be able to manage without the extra help that my medications give me to actually have some quality of life. I am only 34 but I am on medicare and medicaid. These regulations are only going to hurt me when I am completely compliant with my pain clinic's rules and pain contract. I don't drink. I don't use cannibis. I don't do anything but control what I eat and take all my medications as my doctors prescribed them. I also don't have multiple prescribers for pain medications so why punish people like me that are following the lether of the law to the T? If I have to go back to the 24 hour suffering I had before, where I passed out from pain just trying to grocery shop I'd rather be dead. Don't get me wrong. I'm not the least bit suicidal, but it was to much. If you have never been in so much pain you vomited just laying in bed then you wouldn't understand and you have no right. I tried having multiple ercp's and stents placed in my bile ducts. I've tried prednisone and ursodial to help slow my liver failure down. I've tried cbd oil. I've even had exploritory abdominal surgery to test for cancer because this disease wreaks havoc on my insides. I've tried therapy, and other options to help distract myself from the pain. Nothing works. Organ pain just doesn't go away. Don't punish me for the mistakes of others. I am compliant with my doctors orders. ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0405","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","MO"
"540","CMS",FALSE,0,NA,NA,"Putting limits on pain medication will cause great harm to Medicare Recipients. I am not a Medicare user yet but will be in the near future. Thru the years I have watched my body deteriorate and know that the DDD, nerve damage, tarsal coalition syndrome, and arthritis will not get better with age. It horrifies me that adequate pain medicine is under threat and people, some of which cannot speak for themselves, will be forced to suffer in agony. 

As a 16yr Chronic Pain Patient, 7yrs treated with high dose pain medicine, I was able to run a household, be a wife, mother, grandmother, and  caregiver. Even though I had limitations from pain I had an acceptable Quality Of Life. I lost all that December 2016. I am now on 1/4 of previous dose and am no longer able to function at the same level. My day now consists of 80% of my time spent in a recliner.

I did not choose this life of pain and do not take pain medicine to get high. There is no reasonable explanation to justify the lowering of a medication that has been successfully used for years that allowed me to function as a productive person. 

I am, as many others, living proof that longterm use and high dose pain medicine has a place in the treatment of pain. There is absolutely no logic in the recent narrative that these changes are to prevent overdose and addiction in patients that have successfully used pain medicine for many years. 

If these changes are made to Medicare it will result in even more untreated and under treated pain. We have already seen drastic cuts in pain medication due to the 2016 CDC Guidelines. It has caused great suffering among Chronic Pain Patients, Disabled, Elderly, and Veterans. Patients recovering from surgery are no longer being adequately treated for pain. The attempt to stop addiction is spiraling out of control leaving patients who need pain care as collateral damage. Please let common sense back into medicine and allow Doctors to properly treat patients with pain. Before changes are made to a treatment that gives a Quality Of Life to so many let input be heard from the ones it affects and the professionals that treat them. ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-1093","Posted","Public Submission",1,FALSE,"2018-05-01T00:00:00-04:00","Tracey Folsom-TX"
"541","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I am a technically trained non-physician subject matter expert on public policy for treatment of chronic pain, backed by ~200 medical professionals, healthcare writers, knowledgeable patients and caregivers in the Alliance for the Treatment of Intractable Pain.

CMS proposes ""all sponsors to implement hard formulary-level cumulative opioid safety edits at point-of-sale (POS) at the pharmacy (which can only be overridden by the sponsor) at 90 morphine milligram equivalent (MME), with a 7 days supply allowance.""

Under 42 US Code ~1395, US government agencies are legally restricted from controlling the practice of medicine.  Proposed regulation changes are an attempt to subvert that law by injecting financially self-interested insurance companies into control of medical practice as proxies for direct government interference.  CMS proposals mandate a dangerous, unfounded and medically unethical intrusion into medical practice by third parties operating without face to face knowledge of the patient. These draconian changes will damage and deny care to large numbers of the 1.6 million patients whom CMS estimates are presently treated with opioids above 90 morphine milligram equivalent dose per day. 
 
It is widely known that CDC Guidelines on which these changes are based are factually in error and biased in their reading of evidence on risks of opioid analgesics.  Very few pain patients ever display DSM-5 markers for opioid use disorder.  Managed medical exposure to opioids contributes almost nothing to the widely hyped ""opioid crisis"". Drug-related overdoses have risen steadily in the past ten years despite restriction of medical supply -- a death toll entirely associated with nonprescription drugs. 

Over-regulation of prescribing is already harming hundreds of thousands of stable patients coerced to reduce doses below therapeutic levels.  Mandated VA restrictions on opioid prescribing are directly responsible for hundreds of deaths among Veterans.  

A major study in the January 2018 British Medical Journal illustrates the foolishness of the CMS proposal.  Diagnoses of opioid abuse disorder were tracked for 565,000 opioid-nave post-surgical patients followed an average of 2.6 years. Only 0.6% were later diagnosed with OAD.  Less than 1% renewed prescriptions up to 13 weeks.  OAD incidence was only weakly sensitive to dose level from <20 MME to >120 MME per day.  OAD diagnoses were likely made by physicians with little expertise in chronic pain and without reference to formal criteria (DSM).  A second large cohort study in JAMA Internal Medicine (Sep 2016) shows incidence of extended post-surgical opioid prescriptions at 0.135%.  

CMS is trying to ""solve"" a non-problem by means guaranteed to create far worse problems.

CDC Guidelines ignore genetic polymorphism in the expression of liver enzymes governing opioid metabolism.  Imposing hard limits on MMED in ""safety"" audits will cause therapy failure in hundreds of thousands of patients who can benefit from opioids, but only at significantly higher doses than entertained by CDC and this regulation change.  

In January 30 public hearings before the FDA Opioid Policy Steering Committee, the American Academy of Pain Management recommended against hard limits on opioid analgesics.  Other speakers advocated for leaving practice standards to medical professional associations which guide doctors in each specialty.  

There is no one-size-fits-all patient or treatment plan.
  
Forcing pain patients to go through an ""exceptions"" process before extending prescriptions beyond 7 days is inappropriate and dangerous nonsense.  Prevailing practice allows for prescription duration sufficient to treat anticipated pain levels.  The alternative is to drown doctors in useless paperwork and to prompt patients to defer needed surgery because they fear being left without pain control. 

Proposals for restricting co-prescription of so-called ""potentiating"" drugs like Benzodiazepines, Lyrica or Gabapentin are also problematic. Conclusions regarding adverse effects of combined opioid-benzodiazepine treatment derive entirely from poorly controlled, retrospective case-control studies.  Prospective studies of the combination show trivial effects on arterial oxygen saturation.  However, under-treatment of anxiety and depression in pain patients are major factors in overdose deaths.  Lyrica and Gabapentin are also widely used in seizures, fibromyalgia and neuropathy - conditions which produce disabling pain and mortality risk.  There are presently no published data to establish a single reliable threshold criterion for safe use of combinations of these medications.   But denial of this option will disable many patients and kill some by iatrogenic suicide. 

CMS should stand down from attempting to force restrictions on medical practice which have such predictable and horrid consequences. 
","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0171","Posted","Public Submission",1,FALSE,"2018-02-27T00:00:00-05:00","Richard  Lawhern-SC"
"542","CMS",FALSE,0,NA,NA,"https://www.regulations.gov/docket?D=CMS-2017-0163","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0826","Posted","Public Submission",1,FALSE,"2018-04-20T00:00:00-04:00","George Anonymous-CA"
"543","CMS",FALSE,0,NA,NA,"On page 104 of Attachment VI: Draft CY 2019 Call Letter, in the Annual Calendar, for the date September 30, 2018, 
we would like to request that the reference to the ""multi-language insert"" be removed or updated. This is a model document
that is no longer used, per CMS, having been replaced by a plan/State-specific notice that fulfills the requirements of
Section 1557 of the Affordable Care Act.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0849","Posted","Public Submission",1,FALSE,"2018-04-20T00:00:00-04:00","Rebecca Fuller-MN"
"544","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I am doubting that it is Medicare recipients who are abusing opioids.  I use Tramadol for chronic pain.  My Primary Care provider follows all the protocol, and I am nowhere near the maximum daily dosage.  My dosage has not changed in years. To expect me to renew and retrieve my medication weekly is such a hardship given my chronic pain, and completely unnecessary. I think it is very unfair to target the elderly and those with a history of chronic pain, but no drug abuse issues, for this change in protocol.  ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0079","Posted","Public Submission",1,FALSE,"2018-02-20T00:00:00-05:00","Anonymous-CT"
"545","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","How do you expect a significantly disabled individual to get to the pharmacy every 7 days to pick up the pain medication they need so they can function? Most people who misuse narcotics are not chronic pain patients who have been prescribed the medication by their doctor. I am disabled and have severe pain from a birth defect. That is never going to be fixed or go away but a low dose of narcotic pain medication allows me to at least somewhat enjoy life. I am hoping to eventually be able to work. If my pain medication is targeted and limited I may not be alive let alone able to go to work. Stop targeting legitimate pain patients. If physical therapy or other medication worked do you think we would choose to take medication that makes us targets of abuse, makes us feel weird, and causes side effects? No. Without my pain medication I sit and cry for hours every day on end and get almost no sleep. It is cruel to constantly be acting like I and people like me are the problem and attempting to further limit our lives.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0030","Posted","Public Submission",1,FALSE,"2018-02-20T00:00:00-05:00","Jessica-CA"
"546","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","My wife and I are very concerned about the potential effects of these proposed changes as they will relate to her ability to get effective treatment for the management of her chronic pain. My wife has suffered from chronic pain for several years due to fibromyalgia and a number of chronic, degenerative orthopedic concerns. After trying many alternatives for pain relief in the past with inadequate therapeutic benefit, she worked with her physician on a pain management plan that includes both long-acting and short-acting opioid pain medications. 

This treatment plan had been a successful and stable way for her to manage her pain sufficiently for her to participate in activities that she enjoyed and that were good for her overall well being, including art activities and physical exercise training. Recently, however, she was forced to change doctors because her prior physician transferred to a network not covered by her insurance. Because of pressure to follow the CDC's published recommendation of avoiding pain management through prescription of opioid medications in amounts >90 MME, she has now found herself unable to find a replacement doctor who is willing to continue her previously-successful pain management regimen, even though the CDC's recommendations are not binding and are not based on studies of long-term chronic pain patients for whom doses of >90 MME are therapeutically beneficial and reasonably medically necessary. Instead, she is being forced to reduce the beneficial use of these medications notwithstanding her multi-year history of medically appropriate use. 

The result has already been very harmful to my wife's well being, and her doctor is not yet done trying to further reduce her medication. Her pain has consistently returned to levels where it is debilitating to her, and levels which get in the way of her ability to participate in activities that she wants and needs for her physical and social benefit. She can no longer stay ahead of her pain, and is being forced, unnecessarily, to suffer from pain that until a few months ago was being well managed. She consistently has pain on a level of 6+ on a scale of 0-10 now, whereas with the previously-effective pain management plan she was consistently on 2-3 pain level. She is suffering unnecessarily. After attempts at exercise in the last couple of weeks, she has found herself having to use a walker to help her get around the house because her pain levels are too high for her to walk.

It is clear to us that pain doctors are increasingly unwilling to look out for the best interests of their patients because they are overly concerned about ""what the numbers might look like"" when it comes to prescriptions for opioid medications, even in cases like my wife's, where she had been on an effective and beneficial long-term pain management plan. My wife was on the previously-prescribed doses, >90 MME, because multiple attempted alternatives had been unsuccessful in managing her pain. Now, the pain management doctors she has spoken with in trying to find a replacement for the doctor she can no longer see all simply tell her that they essentially don't care what her pain level is; they intend to get her down to < or = 90 MME, pain consequences be damned. Doctors are effectively being encouraged to callously under-treat patients who suffer from chronic pain. This is absurd.

This is an awful set of circumstances to thrust upon the many people in this country who suffer from chronic pain that until recently has been effectively managed by opioid pain medications who follow carefully-supervised treatment plans. It is very important to people like my wife that it be made clear to doctors that they should not be so worried about intrusions into their doctor-patient relationships that they don't feel free to prescribe levels of medication that actually work and are medically necessary to effectively treat chronic pain.

My wife's current inability to effectively treat her pain, coupled with concerns that her circumstances will only become worse if these recommendations are followed without compassion and very reasonable exceptions for chronic pain sufferers, is leading her to lose hope that she'll be able to cope with a life where she is in so much pain. For my wife to be placed in this situation is nothing short of wholly unreasonable.

From my own perspective, I am concerned that this continuing trend will drive my wife to take unthinkable actions because she can't tolerate the pain. I am concerned that she will not be able to walk, she will not be able to participate in life, and will lose all hope of having a future not consumed by unbearable pain. We should not have these concerns and she should not have to suffer unnecessarily.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0220","Posted","Public Submission",1,FALSE,"2018-03-02T00:00:00-05:00","Dan Jones-CO"
"547","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I started my chronic pain at age 18 with my first ruptured disk. At 19 I was hit by a car while walking. I was hit at 40mph and landed 40' away under a bus that was loading passengers. I was unconscious so I relied on the police report to tell me what happenend. From hitting the pavement that hard I started to have further spinal degeneration and traumatic arthritis. At 22 was my first lumber laminectomy. It took 6 years to get through college and I graduated with a Civil Engineering degree. In my 30's my neck started to be very painful. I started being seen at the Kaiser Pain Clinic. Doctors recommended a breast reduction in hopes that would help. I had the reduction surgery and no change in pain. They decided on a MRI and I had 2 ruptured cervical disks and the rest of the levels weren't looking that good. At 40 I had a two level anterior cervical fusion. The pain remained and it was shown that one level failed to fuse. Somehow during my 40s I was able to stream night school and earned my MS. The neck pain was consistently increasing for over a decade. My Pain Doctor decided to prescribe opioids that were for long term use as short acting medication would leave gaps in my pain control. I worked for the State of California for 23 years before I had to retire on Social Security Disability at 48. I had an appointment with my boss to tell him that I needed to retire. I started crying on the way and had to leave work.I could not compose myself to tell him I was retiring. This is not supposed to happen, this is not my plan for retirement. I fought through pain so hard and for so long for it to come to this was heartbreaking. As I was waiting the one year to get SS Disability approved I complained to my doctor that my back was acting up and it was going on longer than usual. A MRI revealed I had a new ruptured lumbar disk. I had the surgery and woke up in more pain than before. I never got better and Kaiser sent me back to the pain clinic for more pills. I spent the next year interviewing 4 top surgeons in the San Francisco area out of my pocket. Also I had an issue with Social Security and Medicare and could not change insurance plans without Medicare and it was 8 months to Open Enrollment. The pain got worse and I ended up in a wheel chair as I could only walk a few feet from bed to bathroom. I was completely bedridden, missing out on life and lonely. I asked Kaiser to refer me to UCSF for the corrective surgery which they have done for many patients. Kaiser made me make my case to a 3rd Kaiser Surgeon as the first two told me there were ""no more surgical options for me"". The 3rd Surgeon said he could find me a Surgeon somewhere in the Kaiser system who and refused to refer me. I am now set for my revision surgery with UCSF, my surgeon does a full spine MRI to prepare. A few days before surgery we meet and he tells me I have scoliosis and disks that have worn away in the thoracic spine. He considers doing a 10 level fusion all the way down to S1. I want to stick to the plan so I can get up and walking so I'd be in better shape if I needed that surgery later. I came out of surgery with screaming neuropathy in my legs and feet, something I did not have prior to surgery. I couldn't even notice my back pain as the neuropathy pain left me screaming. I spent the next 6 months going to see all the specialists at UCSF. I was diagnosed with neuropathy, CRPS, and Adhesive Arachnoiditis - or a mix of all 3. I tried various combinations of medicines that would fit in with meds I was currently taking. I have been taking the medicines I'm on now for 1 year. All 2017-2018 my Medicare pharmacy OptumRx would month after month refuse to fill my opioids until my doctor answered a questions. Then they would get approved and mailed to me. All this back and forth took about 7 days for a 30 day prescription. Then 2 months later they would do the same thing. I have never increased my opioid medication.I have a Pain Doctor at UCSF, #1 Hospital in US, but still the relentless questioning. This month I am on my last 3-day Fentanyl patch for 7 days so far and I expect it will take another 3 days by mail. I could not get it locally as all Walgreen's had the Fentanyl patch recalled so they have none in stock. I meet with my Pain Doctor tomorrow to discuss what happens if I start to go into withdrawals. The ER? I have spent my whole life fighting and I'm tired. I'm disabled and in a lot of pain daily. The opioids take the edge off so I can function some days and meet a friend for lunch, and that's about it. I will never dance at my wedding but with the help of Opioids I hope to at least enjoy it. After 35 years in intense pain, medication, and a medical record to show it, I ask that once checked you leave it up to my Pain Doctor to decide what is right for me. Go after the real abusers of the ""opiod epidemic"" and leave true Chronic Pain patients alone. Please help us, our lives are literally depending on it. Thank you ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0278","Posted","Public Submission",1,FALSE,"2018-03-02T00:00:00-05:00","Maureen Murphy-CA"
"548","CMS",FALSE,1,NA,NA,"See attached file(s)","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0880","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Ed Swillen, Greenville, SC"
"549","CMS",FALSE,0,NA,NA,"A REGISTERED NURSE'S PERSPECTIVE ON PAIN IN THE UNITED STATES



In my humble opinion a strict certification process should be enacted to qualify steering committees and individuals serving on the committees authorized to make decisions that will either positively or negatively impact direct patient care, patient therapies, treatment protocols, providers, and patient outcomes. We are reaching critical levels in this country (critical means potential harm vs benefit to any patient as well as providers caring for them). Healthcare professionals should require any individual involved in making final decisions that will impact patient care on any committee to undergo a preceptorship with a RN, PA, NP or MD (so that what they observe is real and not staged) in a care setting such as intensive care, post operate unit, emergency room, medical surgical units, acute care areas, trauma, and more to observe what is really happening in direct care and learn more about disease processes and the patient/provider experience with all modalities of pain. The observance should include both sides...the labeled ""addicts; abusers"", and the ""legitimate"" patients with validated painful acute and chronic conditions or diseases.

The real tragedy in the war on pain are the unintended casualties; the patients who have validated painful chronic and/or terminal illnesses or documented painful acute conditions that interfere with their quality of life. There are patients living with pain that do rely on treatment with pain medication short or long-term or a combination of both to allow them to have better quality of life. They are living daily with a painful disease or condition that traditional therapies cannot cure. These individuals are responsible meaning that they attend every appointment, take their medication as prescribed, and follow physician's orders as instructed. They accept that they will live with chronic pain and also accept no one and no medication can eradicate the pain entirely. These individuals are contributing members of society including our neighbors, family, friends, retired doctors, retired nurses, philosophers, scientists, etc. They continue to contribute to our society in positive ways. Chronic painful diseases, painful terminal illnesses, and painful acute illnesses or injuries all have a commonality and that is immense emotional and physical suffering if pain is left untreated. Sadly we are now observing patients with painful conditions who have no access to medications or therapies with zero options taking their lives.

As medical professionals we MUST unite and address both sides of this now! Our colleagues, brothers and sisters who have documented painful diseases or illnesses fight daily to make it to the next day and deserve our ongoing support for continued excellent compassionate patient care that includes adequate pain management that is not a ""one size fits all"" approach; rather a customized plan for each individual based on their needs as determined by their healthcare team.

Please Note: The decision to draft this article was out of concern for both patient and provider safety. As an experienced registered nurse who serves as both clinical leader and patient advocate there is a strong message we should all heed. My overall message is this: **The unintended consequence of the war on opioids and pain with its media feeding frenzy and political tug of war is the continued creation of multiple barriers to access for adequate pain prevention, access to treatment and barriers to therapies that are already hurting vulnerable patients and providers who are innocent bystanders. **


Resources from the National Institute of Health:

1. Institute of Medicine (US) Committee on Advancing Pain Research, Care, and Education. Relieving Pain in America: A Blueprint for Transforming Prevention, Care, Education, and Research. Washington (DC): National Academies Press (US); 2011. 1, Introduction. Available from: https://www.ncbi.nlm.nih.gov/books/NBK92525/

2. Wells, N, Pasero C, McCaffery M. Improving the Quality of Care Through Pain Assessment and Management. In: Hughes RG, editor. Patient Safety and Quality: An Evidence-Based Handbook for Nurses. Rockville (MD): Agency for Healthcare Research and Quality (US); 2008 Apr. Chapter 17.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-1052","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Anonymous-GA"
"550","CMS",FALSE,1,NA,NA,"See attached file(s)","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0366","Posted","Public Submission",1,FALSE,"2018-03-12T00:00:00-04:00","Cindy dawson-NC"
"551","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","The changes that will be effective in 2019 will cause more harm than good. People have diseases that cause pain. Not acute pain- that comes from an accident or short illness. We're talking diseases like arthritis, Arachnoiditis, Crohns and more. We need to ignore the CDC's guidelines because they were not put into law until people believed what they said about chronic pain is not helped by opioids- they had no experts helping to come to this decision nor patients. There are over 100 MILLION people with chronic pain and we are treating the pain medication as a problem it's not, how it is used may be. We should not be treating people that require these medications to have some quality of life not to get high or get rich.To just say that all patients should be treated with this dose and everyone else as well is not the way the bodies work. Every person handles medication in different ways so why is the right of the doctor being taken away by lay people. We are not cattle we're people with a disease that causes us pain and would like for things to be back to the way they were before the CDC made it's statement. Let our doctors do what they went to school to do- treat patients- not policies.","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0195","Posted","Public Submission",1,FALSE,"2018-03-02T00:00:00-05:00","Sarah Yerxa-AR"
"552","CMS",FALSE,0,"2018-03-05T23:59:59-05:00","2018-02-01T00:00:00-05:00","I am a 65 year old patient with Chronic Pancreatitis.  I am under the care of a Pain Management Specialist and a Palliative Care doctor.  I live with daily debilitating pain caused by this illness.  Every time I eat my pancreas goes into spasms which is painful and renders me unable to eat.  My Pain Management Specialist prescribes opiates for pain control.  If Medicare is allowed to instill these strict limits on how much I can take each day I will be forced to live in more pain than I already endure plus it will give the insurance companies yet another reason not to pay for my medications.  Taking pain medication away from pain patients will not curtail the opiate crisis in this Country.  The majority of the individuals who are abusing drugs are not getting them legally.  They don't get them from a doctor and they don't get them at a Pharmacy.  PAIN PATIENTS ARE NOT THE CAUSE OF THE OPIATE CRISIS!!  Restrictions on our medications will further our pain.  This is inhumane and discriminatory to pain patients everywhere.  ","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0259","Posted","Public Submission",1,FALSE,"2018-03-02T00:00:00-05:00","Elizabeth Miserendino-NY"
"553","CMS",FALSE,1,NA,NA,"See attached file(s)","CMS-2017-0163","Advance Notice of Methodological Changes for Calendar Year (CY) 2019 for the Medicare Advantage (MA)","Nonrulemaking","CMS-2017-0163-0939","Posted","Public Submission",1,FALSE,"2018-04-30T00:00:00-04:00","Paula Jack-NY"
